taxa	log2fold_1hr
Phvul.011G156000.1	NA
Phvul.011G156100.1	0.09
Phvul.011G156200.1	1.16
Phvul.011G156300.1	NA
Phvul.011G156400.1	0.16
Phvul.011G156500.1	0.25
Phvul.011G156600.1	-0.02
Phvul.011G156700.1	0
Phvul.011G156800.1	0
Phvul.011G156900.1	-0.22
Phvul.011G157000.1	-0.25
Phvul.011G157100.1	0.44
Phvul.011G157200.1	NA
Phvul.011G157300.1	-0.25
Phvul.011G157400.1	0
Phvul.011G157400.1	NA
Phvul.011G157500.1	0.22
Phvul.011G157600.1	-0.36
Phvul.011G157700.1	-0.15
Phvul.011G157800.1	-0.67
Phvul.011G157900.1	-0.02
Phvul.011G158000.1	0.24
Phvul.011G158100.1	0.13
Phvul.011G158200.1	-0.13
Phvul.011G158300.1	-0.04
Phvul.011G158400.1	0.1
Phvul.011G158500.1	-0.89
Phvul.011G158600.1	-0.55
Phvul.011G158700.1	NA
Phvul.011G158800.1	-0.56
Phvul.011G158900.1	-0.11
Phvul.011G159000.1	0.04
Phvul.011G159100.1	-0.27
Phvul.011G159200.1	0.28
Phvul.011G159300.1	-0.11
Phvul.011G159400.1	-0.14
Phvul.011G159500.1	-0.54
Phvul.011G159600.1	-0.05
Phvul.011G159700.1	0.54
Phvul.011G159800.1	0
Phvul.011G159900.1	NA
Phvul.011G160000.1	-0.21
Phvul.011G160100.1	0.11
Phvul.011G160200.1	0.23
Phvul.011G160300.1	-0.24
Phvul.011G160400.1	-1.23
Phvul.011G160500.1	0.33
Phvul.011G160600.1	NA
Phvul.011G160700.1	NA
Phvul.011G160800.1	0.13
Phvul.011G160900.1	0.49
Phvul.011G161000.1	0.28
Phvul.011G161100.1	0.68
Phvul.011G161200.1	-0.21
Phvul.011G161300.1	NA
Phvul.011G161300.1	-0.22
Phvul.011G161400.1	0
Phvul.011G161500.1	NA
Phvul.011G161600.1	NA
Phvul.011G161700.1	0.09
Phvul.011G161800.1	NA
Phvul.011G161900.1	0.03
Phvul.011G162000.1	-0.1
Phvul.011G162100.1	-0.65
Phvul.011G162200.1	0
Phvul.011G162300.1	-0.04
Phvul.011G162400.1	NA
Phvul.011G162500.1	0.04
Phvul.011G162600.1	0.03
Phvul.011G162700.1	0.06
Phvul.011G162800.1	0.14
Phvul.011G162900.1	0.94
Phvul.011G163000.1	0.04
Phvul.011G163100.1	0.83
Phvul.011G163200.1	NA
Phvul.011G163300.1	NA
Phvul.011G163400.1	NA
Phvul.011G163500.1	-0.39
Phvul.011G163600.1	0.17
Phvul.011G163700.1	NA
Phvul.011G163800.1	0
Phvul.011G163900.1	NA
Phvul.011G164000.1	0.3
Phvul.011G164100.1	NA
Phvul.011G164200.1	NA
Phvul.011G164300.1	NA
Phvul.011G164400.1	0.37
Phvul.011G164500.1	NA
Phvul.011G164600.1	NA
Phvul.011G164700.1	0.16
Phvul.011G164700.1	-0.1
Phvul.011G164800.1	0.83
Phvul.011G164900.1	0.39
Phvul.011G165000.1	0.09
Phvul.011G165100.1	0.24
Phvul.011G165200.1	0
Phvul.011G165300.1	0.06
Phvul.011G165400.1	NA
Phvul.011G165500.1	0.45
Phvul.011G165600.1	0.48
Phvul.011G165700.1	1.13
Phvul.011G165800.1	1.48
Phvul.011G165900.1	NA
Phvul.011G166000.1	NA
Phvul.011G166100.1	NA
Phvul.011G166200.1	0.65
Phvul.011G166300.1	NA
Phvul.011G166400.1	-1.09
Phvul.011G166500.1	-1.07
Phvul.011G166600.1	NA
Phvul.011G166700.1	NA
Phvul.011G166800.1	NA
Phvul.011G166900.1	0.23
Phvul.011G167000.1	0.72
Phvul.011G167100.1	NA
Phvul.011G167200.1	-0.55
Phvul.011G167300.1	-0.03
Phvul.011G167400.1	-0.7
Phvul.011G167500.1	-0.54
Phvul.011G167500.1	0.06
Phvul.011G167500.1	NA
Phvul.011G167600.1	0.01
Phvul.011G167700.1	NA
Phvul.011G167800.1	0.03
Phvul.011G167900.1	-0.22
Phvul.011G168000.1	-0.13
Phvul.011G168100.1	-0.29
Phvul.011G168200.1	0
Phvul.011G168300.1	0.18
Phvul.011G168400.1	2.75
Phvul.011G168400.1	2.06
Phvul.011G168500.1	-0.02
Phvul.011G168600.1	0.16
Phvul.011G168700.1	0.47
Phvul.011G168800.1	0
Phvul.011G168900.1	0.23
Phvul.011G169000.1	0.12
Phvul.011G169100.1	NA
Phvul.011G169200.1	0.61
Phvul.011G169300.1	0.88
Phvul.011G169400.1	0.48
Phvul.011G169500.1	0.97
Phvul.011G169600.1	1.26
Phvul.011G169700.1	0.19
Phvul.011G169800.1	-0.28
Phvul.011G169900.1	0
Phvul.011G170000.1	0.29
Phvul.011G170100.1	-0.77
Phvul.011G170200.1	-0.37
Phvul.011G170300.1	0.39
Phvul.011G170400.1	NA
Phvul.011G170500.1	NA
Phvul.011G170600.1	NA
Phvul.011G170700.1	NA
Phvul.011G170800.1	NA
Phvul.011G170900.1	NA
Phvul.011G171000.1	NA
Phvul.011G171100.1	NA
Phvul.011G171200.1	NA
Phvul.011G171300.1	NA
Phvul.011G171400.1	NA
Phvul.011G171500.1	NA
Phvul.011G171600.1	NA
Phvul.011G171600.1	-0.43
Phvul.011G171600.1	0.44
Phvul.011G171700.1	NA
Phvul.011G171800.1	NA
Phvul.011G171900.1	NA
Phvul.011G172000.1	NA
Phvul.011G172100.1	0.57
Phvul.011G172200.1	-0.04
Phvul.011G172300.1	-0.09
Phvul.011G172400.1	NA
Phvul.011G172500.1	-0.12
Phvul.011G172600.1	-0.46
Phvul.011G172700.1	NA
Phvul.011G172800.1	NA
Phvul.011G172900.1	0
Phvul.011G173000.1	0.36
Phvul.011G173100.1	NA
Phvul.011G173200.1	-0.38
Phvul.011G173300.1	NA
Phvul.011G173400.1	0.17
Phvul.011G173500.1	0.08
Phvul.011G173600.1	0.35
Phvul.011G173700.1	-0.22
Phvul.011G173800.1	-1.5
Phvul.011G173900.1	-0.08
Phvul.011G174000.1	0.29
Phvul.011G174100.1	-0.12
Phvul.011G174200.1	0.25
Phvul.011G174300.1	0
Phvul.011G174400.1	-0.2
Phvul.011G174500.1	0.2
Phvul.011G174600.1	-0.61
Phvul.011G174700.1	-1.53
Phvul.011G174800.1	0.04
Phvul.011G174900.1	-0.47
Phvul.011G175000.1	-0.77
Phvul.011G175100.1	-0.62
Phvul.011G175200.1	-0.36
Phvul.011G175300.1	0.08
Phvul.011G175400.1	-0.22
Phvul.011G175500.1	0
Phvul.011G175600.1	-0.3
Phvul.011G175700.1	-0.73
Phvul.011G175800.1	-0.28
Phvul.011G175900.1	-0.36
Phvul.011G176000.1	NA
Phvul.011G176100.1	NA
Phvul.011G176100.1	NA
Phvul.011G176200.1	-0.63
Phvul.011G176300.1	-0.64
Phvul.011G176400.1	-0.74
Phvul.011G176500.1	-0.25
Phvul.011G176600.1	0.15
Phvul.011G176700.1	0.24
Phvul.011G176800.1	0.15
Phvul.011G176900.1	NA
Phvul.011G177000.1	-0.55
Phvul.011G177100.1	-0.59
Phvul.011G177100.1	NA
Phvul.011G177200.1	-0.3
Phvul.011G177300.1	-0.06
Phvul.011G177400.1	-0.51
Phvul.011G177500.1	0.31
Phvul.011G177600.1	-0.25
Phvul.011G177600.1	-0.19
Phvul.011G177700.1	0.23
Phvul.011G177700.1	0.53
Phvul.011G177800.1	-0.2
Phvul.011G177900.1	0.34
Phvul.011G178000.1	-0.49
Phvul.011G178100.1	-0.13
Phvul.011G178200.1	NA
Phvul.011G178300.1	NA
Phvul.011G178400.1	0.68
Phvul.011G178500.1	NA
Phvul.011G178600.1	NA
Phvul.011G178700.1	0.24
Phvul.011G178800.1	0.3
Phvul.011G178900.1	-0.34
Phvul.011G179000.1	-0.74
Phvul.011G179100.1	0.19
Phvul.011G179200.1	1.3
Phvul.011G179300.1	0.4
Phvul.011G179400.1	NA
Phvul.011G179500.1	0
Phvul.011G179600.1	0.28
Phvul.011G179700.1	-0.1
Phvul.011G179800.1	0.08
Phvul.011G179900.1	0.08
Phvul.011G180000.1	-0.2
Phvul.011G180100.1	0.12
Phvul.011G180200.1	-0.02
Phvul.011G180300.1	0.08
Phvul.011G180400.1	NA
Phvul.011G180400.1	NA
Phvul.011G180500.1	-0.32
Phvul.011G180600.1	-0.21
Phvul.011G180600.1	NA
Phvul.011G180700.1	0.12
Phvul.011G180800.1	0.09
Phvul.011G180900.1	0.04
Phvul.011G181000.1	-1.93
Phvul.011G181100.1	0.21
Phvul.011G181200.1	0.21
Phvul.011G181300.1	0.14
Phvul.011G181400.1	0.02
Phvul.011G181500.1	-1.11
Phvul.011G181600.1	-0.37
Phvul.011G181700.1	-0.26
Phvul.011G181800.1	0.68
Phvul.011G181800.1	0.57
Phvul.011G181900.1	-1.18
Phvul.011G182000.1	-0.39
Phvul.011G182100.1	-0.11
Phvul.011G182200.1	NA
Phvul.011G182300.1	-0.34
Phvul.011G182400.1	0.18
Phvul.011G182500.1	NA
Phvul.011G182600.1	NA
Phvul.011G182700.1	NA
Phvul.011G182800.1	0
Phvul.011G182900.1	-1.14
Phvul.011G183000.1	-0.53
Phvul.011G183100.1	NA
Phvul.011G183200.1	-0.12
Phvul.011G183300.1	-1.37
Phvul.011G183400.1	0.06
Phvul.011G183500.1	NA
Phvul.011G183600.1	NA
Phvul.011G183700.1	0.17
Phvul.011G183800.1	-0.6
Phvul.011G183900.1	0.11
Phvul.011G184000.1	-0.21
Phvul.011G184100.1	0.05
Phvul.011G184200.1	-0.05
Phvul.011G184300.1	-0.34
Phvul.011G184400.1	-1.01
Phvul.011G184500.1	0.05
Phvul.011G184600.1	0.19
Phvul.011G184700.1	0.28
Phvul.011G184800.1	0.13
Phvul.011G184900.1	NA
Phvul.011G185000.1	NA
Phvul.011G185100.1	NA
Phvul.011G185200.1	NA
Phvul.011G185300.1	-0.15
Phvul.011G185300.1	0.12
Phvul.011G185400.1	0.11
Phvul.011G185500.1	-1.03
Phvul.011G185600.1	NA
Phvul.011G185700.1	NA
Phvul.011G185800.1	NA
Phvul.011G185900.1	NA
Phvul.011G186000.1	NA
Phvul.011G186100.1	NA
Phvul.011G186200.1	NA
Phvul.011G186300.1	NA
Phvul.011G186400.1	NA
Phvul.011G186500.1	-0.11
Phvul.011G186600.1	-0.55
Phvul.011G186700.1	NA
Phvul.011G186800.1	0.59
Phvul.011G186900.1	0.82
Phvul.011G187000.1	-0.09
Phvul.011G187100.1	-0.45
Phvul.011G187200.1	-0.15
Phvul.011G187300.1	-0.32
Phvul.011G187400.1	0.28
Phvul.011G187500.1	-0.11
Phvul.011G187600.1	0
Phvul.011G187700.1	-0.32
Phvul.011G187800.1	-0.68
Phvul.011G187900.1	NA
Phvul.011G188000.1	NA
Phvul.011G188100.1	NA
Phvul.011G188200.1	NA
Phvul.011G188300.1	NA
Phvul.011G188400.1	NA
Phvul.011G188500.1	-0.23
Phvul.011G188600.1	0.15
Phvul.011G188700.1	NA
Phvul.011G188800.1	-0.2
Phvul.011G188900.1	0.23
Phvul.011G189000.1	NA
Phvul.011G189000.1	NA
Phvul.011G189100.1	-0.22
Phvul.011G189200.1	0.77
Phvul.011G189300.1	0.13
Phvul.011G189400.1	0.27
Phvul.011G189500.1	0.41
Phvul.011G189600.1	0.45
Phvul.011G189700.1	0.23
Phvul.011G189800.1	0.03
Phvul.011G189900.1	-0.41
Phvul.011G190000.1	NA
Phvul.011G190100.1	0.23
Phvul.011G190200.1	-0.09
Phvul.011G190300.1	-0.38
Phvul.011G190400.1	-0.27
Phvul.011G190500.1	NA
Phvul.011G190500.1	NA
Phvul.011G190600.1	0.12
Phvul.011G190700.1	0.45
Phvul.011G190800.1	-0.19
Phvul.011G190900.1	NA
Phvul.011G191000.1	NA
Phvul.011G191100.1	NA
Phvul.011G191100.1	NA
Phvul.011G191200.1	NA
Phvul.011G191300.1	0.37
Phvul.011G191400.1	0.69
Phvul.011G191500.1	0.6
Phvul.011G191600.1	0.72
Phvul.011G191600.1	-0.16
Phvul.011G191700.1	NA
Phvul.011G191800.1	1.05
Phvul.011G191900.1	0.9
Phvul.011G192000.1	-0.01
Phvul.011G192100.1	-0.34
Phvul.011G192200.1	0.07
Phvul.011G192300.1	0.03
Phvul.011G192400.1	-0.5
Phvul.011G192500.1	NA
Phvul.011G192600.1	-0.15
Phvul.011G192700.1	0.04
Phvul.011G192800.1	0.21
Phvul.011G192900.1	1.12
Phvul.011G193000.1	-0.75
Phvul.011G193100.1	-1.24
Phvul.011G193100.1	-0.35
Phvul.011G193200.1	0.06
Phvul.011G193300.1	-0.45
Phvul.011G193400.1	0.11
Phvul.011G193500.1	-0.31
Phvul.011G193600.1	0.57
Phvul.011G193700.1	0.07
Phvul.011G193800.1	0
Phvul.011G193900.1	-0.99
Phvul.011G194000.1	NA
Phvul.011G194100.1	NA
Phvul.011G194200.1	-0.26
Phvul.011G194300.1	0.39
Phvul.011G194400.1	NA
Phvul.011G194500.1	0.25
Phvul.011G194600.1	1.17
Phvul.011G194700.1	0
Phvul.011G194800.1	1.83
Phvul.011G194900.1	-0.47
Phvul.011G195000.1	NA
Phvul.011G195100.1	-0.29
Phvul.011G195200.1	0
Phvul.011G195300.1	NA
Phvul.011G195400.1	-0.65
Phvul.011G195500.1	0.28
Phvul.011G195600.1	-0.62
Phvul.011G195700.1	NA
Phvul.011G195800.1	0.72
Phvul.011G195900.1	NA
Phvul.011G196000.1	0.92
Phvul.011G196100.1	NA
Phvul.011G196200.1	0.19
Phvul.011G196300.1	-0.19
Phvul.011G196400.1	-0.44
Phvul.011G196500.1	-0.26
Phvul.011G196600.1	0.33
Phvul.011G196700.1	-0.29
Phvul.011G196800.1	0
Phvul.011G196900.1	0.11
Phvul.011G196900.1	0.69
Phvul.011G197000.1	1
Phvul.011G197100.1	NA
Phvul.011G197200.1	0
Phvul.011G197300.1	-0.22
Phvul.011G197400.1	0.7
Phvul.011G197500.1	0.08
Phvul.011G197600.1	-0.27
Phvul.011G197700.1	0.57
Phvul.011G197800.1	0.21
Phvul.011G197900.1	-0.12
Phvul.011G198000.1	0.9
Phvul.011G198100.1	NA
Phvul.011G198100.1	NA
Phvul.011G198100.1	NA
Phvul.011G198200.1	0.41
Phvul.011G198300.1	0.4
Phvul.011G198400.1	1.13
Phvul.011G198500.1	NA
Phvul.011G198600.1	NA
Phvul.011G198700.1	NA
Phvul.011G198800.1	NA
Phvul.011G198900.1	-0.16
Phvul.011G199000.1	-1.39
Phvul.011G199100.1	-1.55
Phvul.011G199200.1	NA
Phvul.011G199300.1	NA
Phvul.011G199300.1	NA
Phvul.011G199400.1	-0.92
Phvul.011G199500.1	NA
Phvul.011G199600.1	NA
Phvul.011G199700.1	NA
Phvul.011G199800.1	NA
Phvul.011G199900.1	-0.8
Phvul.011G200000.1	0.19
Phvul.011G200100.1	NA
Phvul.011G200200.1	-1
Phvul.011G200300.1	-0.51
Phvul.011G200400.1	0.46
Phvul.011G200500.1	NA
Phvul.011G200600.1	-2.48
Phvul.011G200700.1	0.46
Phvul.011G200800.1	0.58
Phvul.011G200900.1	0.14
Phvul.011G201000.1	-0.24
Phvul.011G201100.1	-0.01
Phvul.011G201200.1	-0.05
Phvul.011G201300.1	0.03
Phvul.011G201400.1	-0.07
Phvul.011G201500.1	0.01
Phvul.011G201500.1	0.01
Phvul.011G201600.1	0.21
Phvul.011G201700.1	-0.31
Phvul.011G201800.1	0.48
Phvul.011G201900.1	-0.4
Phvul.011G202000.1	-0.32
Phvul.011G202100.1	-0.46
Phvul.011G202200.1	-0.08
Phvul.011G202300.1	0
Phvul.011G202400.1	NA
Phvul.011G202500.1	-0.06
Phvul.011G202600.1	NA
Phvul.011G202700.1	NA
Phvul.011G202800.1	NA
Phvul.011G202900.1	-0.22
Phvul.011G203000.1	1.58
Phvul.011G203100.1	1.01
Phvul.011G203200.1	0.19
Phvul.011G203300.1	0.03
Phvul.011G203400.1	0.43
Phvul.011G203500.1	-0.1
Phvul.011G203600.1	-0.22
Phvul.011G203700.1	NA
Phvul.011G203800.1	NA
Phvul.011G203900.1	NA
Phvul.011G204000.1	-0.61
Phvul.011G204100.1	-0.17
Phvul.011G204200.1	-0.22
Phvul.011G204300.1	NA
Phvul.011G204400.1	NA
Phvul.011G204500.1	NA
Phvul.011G204600.1	0.36
Phvul.011G204700.1	NA
Phvul.011G204800.1	NA
Phvul.011G204900.1	NA
Phvul.011G205000.1	0.19
Phvul.011G205100.1	-0.34
Phvul.011G205200.1	NA
Phvul.011G205300.1	NA
Phvul.011G205400.1	NA
Phvul.011G205500.1	-0.22
Phvul.011G205600.1	0.23
Phvul.011G205700.1	0.14
Phvul.011G205800.1	0.01
Phvul.011G205900.1	-0.49
Phvul.011G206000.1	0.88
Phvul.011G206100.1	-0.8
Phvul.011G206200.1	-0.16
Phvul.011G206300.1	-0.41
Phvul.011G206400.1	0.63
Phvul.011G206500.1	0.09
Phvul.011G206600.1	-0.33
Phvul.011G206700.1	0.25
Phvul.011G206800.1	0.07
Phvul.011G206900.1	0.06
Phvul.011G207000.1	-0.29
Phvul.011G207100.1	-0.28
Phvul.011G207200.1	-0.21
Phvul.011G207300.1	-0.05
Phvul.011G207400.1	0.01
Phvul.011G207500.1	NA
Phvul.011G207600.1	0.61
Phvul.011G207700.1	0.31
Phvul.011G207800.1	0.16
Phvul.011G207900.1	1.25
Phvul.011G208000.1	NA
Phvul.011G208100.1	0.12
Phvul.011G208200.1	-0.55
Phvul.011G208300.1	-0.54
Phvul.011G208400.1	NA
Phvul.011G208500.1	NA
Phvul.011G208600.1	NA
Phvul.011G208700.1	NA
Phvul.011G208800.1	-0.21
Phvul.011G208900.1	NA
Phvul.011G209000.1	-0.21
Phvul.011G209100.1	0.04
Phvul.011G209100.1	-0.01
Phvul.011G209200.1	0.25
Phvul.011G209300.1	-0.09
Phvul.011G209400.1	-0.39
Phvul.011G209500.1	-0.06
Phvul.011G209600.1	0.16
Phvul.011G209700.1	-0.72
Phvul.011G209800.1	-0.52
Phvul.011G209900.1	0
Phvul.011G210000.1	0.02
Phvul.011G210100.1	0.3
Phvul.011G210200.1	0.67
Phvul.011G210300.1	NA
Phvul.011G210400.1	0.91
Phvul.011G210500.1	0.02
Phvul.011G210600.1	-0.19
Phvul.011G210700.1	0.18
Phvul.011G210800.1	-0.09
Phvul.011G210900.1	0.02
Phvul.011G211000.1	1.81
Phvul.011G211100.1	-0.17
Phvul.011G211200.1	0.63
Phvul.011G211300.1	0.44
Phvul.011G211400.1	-0.13
Phvul.011G211500.1	-0.09
Phvul.011G211600.1	0.44
Phvul.011G211700.1	-0.45
Phvul.011G211800.1	NA
Phvul.011G211900.1	NA
Phvul.011G212000.1	-0.52
Phvul.011G212100.1	-0.73
Phvul.011G212200.1	0.37
Phvul.011G212300.1	0.85
Phvul.011G212400.1	0.66
Phvul.011G212500.1	0.43
Phvul.011G212600.1	-1.09
Phvul.011G212700.1	-0.37
Phvul.011G212800.1	0.23
Phvul.011G212900.1	0.33
Phvul.011G213000.1	-0.46
Phvul.011G213100.1	0.15
Phvul.011G213200.1	-0.14
Phvul.011G213300.1	-0.13
Phvul.011G213400.1	-0.02
Phvul.011G213500.1	3.14
Phvul.011G213600.1	-0.61
Phvul.011G213700.1	0.12
Phvul.011G213800.1	0.16
Phvul.011G213900.1	-0.65
Phvul.011G214000.1	0.14
Phvul.011G214100.1	-0.49
Phvul.011G214200.1	2.31
Phvul.011G214300.1	-0.04
Phvul.011G214400.1	0.81
Phvul.011G214500.1	-0.1
Phvul.011G214600.1	0.7
Phvul.011G214700.1	-0.03
Phvul.011G214800.1	0.03
Phvul.011G214900.1	0.01
Phvul.011G215000.1	-0.08
Phvul.011G215100.1	0.32
Phvul.011G215200.1	0.22
Phvul.011G215300.1	0.76
Phvul.011G215400.1	-0.47
Phvul.011G215500.1	-0.24
Phvul.011G215600.1	-0.36
Phvul.011G215700.1	0.56
Phvul.011G215800.1	-0.2
Phvul.011G215900.1	0.19
Phvul.011G216000.1	-0.01
Phvul.011G216100.1	0.29
Phvul.011G216200.1	0.09
Phvul.011G216300.1	0.44
Phvul.011G216400.1	-0.07
Phvul.011G216500.1	-0.35
Phvul.011G216600.1	0.03
Phvul.011G216700.1	0.14
Phvul.011G216800.1	NA
Phvul._L0001000g.1	-0.22
Phvul._L0001001g.1	0.24
Phvul.U_L000200g.1	-0.22
Phvul._L0003000g.1	-0.05
Phvul._L0003001g.1	0.22
Phvul._L0003002g.1	0
Phvul._L0004000g.1	-0.06
Phvul._L0004001g.1	-0.01
Phvul._L0004002g.1	-0.1
Phvul._L0005000g.1	0.08
Phvul._L0005001g.1	0.22
Phvul._L0005002g.1	NA
Phvul._L0006000g.1	NA
Phvul._L0006001g.1	NA
Phvul._L0007000g.1	0.23
Phvul._L0007001g.1	0.26
Phvul.U_L000800g.1	0.56
Phvul.U_L000900g.1	NA
Phvul.U_L001000g.1	0
Phvul._L0011000g.1	0.61
Phvul._L0011001g.1	-0.03
Phvul.U_L001200g.1	NA
Phvul.U_L001300g.1	0.24
Phvul.U_L001400g.1	NA
Phvul.U_L001500g.1	NA
Phvul.U_L001600g.1	NA
Phvul.U_L001700g.1	NA
Phvul.U_L001800g.1	-0.35
Phvul.U_L001900g.1	NA
Phvul.U_L002000g.1	-0.36
Phvul.U_L002100g.1	NA
Phvul.U_L002200g.1	-0.29
Phvul.U_L002300g.1	0.01
Phvul.U_L002400g.1	0.11
Phvul.U_L002500g.1	-0.21
Phvul.U_L002600g.1	NA
Phvul.U_L002700g.1	0.1
Phvul.U_L002800g.1	0.44
Phvul.U_L002900g.1	0.09
Phvul.U_L003000g.1	0.6
Phvul.U_L003100g.1	0
Phvul.U_L003200g.1	NA
Phvul.U_L003300g.1	NA
Phvul.U_L003400g.1	-0.34
Phvul.U_L003500g.1	NA
Phvul.U_L003600g.1	NA
Phvul.U_L003700g.1	-0.12
Phvul.U_L003800g.1	0.18
Phvul.U_L003900g.1	0.35
Phvul.U_L004000g.1	-0.09
Phvul.U_L004100g.1	0.46
Phvul.U_L004200g.1	NA
Phvul._L0043000g.1	1.27
Phvul._L0043001g.1	1.13
Phvul._L0044000g.1	NA
Phvul._L0044001g.1	-0.08
Phvul._L0044002g.1	0.76
Phvul.U_L004500g.1	0.3
Phvul.U_L004600g.1	NA
Phvul.U_L004700g.1	-0.18
Phvul._L0048000g.1	-0.26
Phvul._L0048001g.1	0.1
Phvul._L0048002g.1	NA
Phvul.U_L004900g.1	0.3
Phvul.U_L005000g.1	-0.25
Phvul.U_L005100g.1	-0.1
Phvul.U_L005200g.1	-0.07
Phvul.U_L005300g.1	-0.99
Phvul.U_L005400g.1	0.66
Phvul.U_L005500g.1	-0.08
Phvul.U_L005600g.1	-0.09
Phvul.U_L005700g.1	-0.49
Phvul.U_L005800g.1	0.18
Phvul.U_L005900g.1	0.4
Phvul.U_L006000g.1	0.24
Phvul.U_L006100g.1	0.18
Phvul._L0062000g.1	NA
Phvul._L0062001g.1	-0.74
Phvul._L0063000g.1	-0.52
Phvul._L0063001g.1	NA
Phvul._L0064000g.1	NA
Phvul._L0064001g.1	NA
Phvul._L0064002g.1	0.36
Phvul.U_L006500g.1	-0.74
Phvul.U_L006600g.1	0.03
Phvul.U_L006700g.1	0
Phvul.U_L006800g.1	-0.52
Phvul._L0069000g.1	0.53
Phvul._L0069001g.1	0.18
Phvul.U_L007000g.1	0.24
Phvul.U_L007100g.1	NA
Phvul.U_L007200g.1	NA
Phvul.U_L007300g.1	NA
Phvul.U_L007400g.1	-0.1
Phvul._L0075000g.1	0.32
Phvul._L0075001g.1	NA
Phvul._L0076000g.1	0.08
Phvul._L0076001g.1	-0.26
Phvul.U_L007700g.1	NA
Phvul.U_L007800g.1	-0.41
Phvul.U_L007900g.1	NA
Phvul.U_L008000g.1	-0.73
Phvul.U_L008100g.1	2.85
Phvul.U_L008200g.1	0
Phvul.U_L008300g.1	NA
Phvul.U_L008400g.1	-0.33
Phvul.U_L008500g.1	-0.42
Phvul.U_L008600g.1	NA
Phvul._L0087000g.1	-0.27
Phvul._L0087001g.1	-0.28
Phvul.U_L008800g.1	0
Phvul.U_L008900g.1	0.53
Phvul.U_L009000g.1	NA
Phvul.U_L009100g.1	-0.43
Phvul.U_L009200g.1	NA
Phvul.U_L009300g.1	-0.68
Phvul.U_L009400g.1	-0.15
Phvul.U_L009500g.1	NA
Phvul.U_L009600g.1	-0.26
Phvul.U_L009700g.1	-0.05
Phvul.U_L009800g.1	-1.01
Phvul.U_L009900g.1	0.36
Phvul.U_L010000g.1	-0.19
Phvul.U_L010100g.1	NA
Phvul.U_L010200g.1	NA
Phvul.U_L010300g.1	0.37
Phvul.U_L010400g.1	NA
Phvul.U_L010500g.1	NA
Phvul.U_L010600g.1	-0.19
Phvul.U_L010700g.1	-0.83
Phvul.U_L010800g.1	0.48
Phvul.U_L010900g.1	0.47
Phvul.U_L011000g.1	-0.03
Phvul.U_L011100g.1	0
Phvul.U_L011200g.1	-0.49
Phvul.U_L011300g.1	-0.3
Phvul.U_L011400g.1	NA
Phvul.U_L011500g.1	-0.19
Phvul.001G000100.1	-0.04
Phvul.001G000100.1	0.01
Phvul.001G000200.1	NA
Phvul.001G000200.1	NA
Phvul.001G000300.1	0.18
Phvul.001G000400.1	-0.36
Phvul.001G000500.1	0.08
Phvul.001G000600.1	0.04
Phvul.001G000700.1	-0.03
Phvul.001G000800.1	-1.23
Phvul.001G000900.1	NA
Phvul.001G001000.1	-0.29
Phvul.001G001100.1	-0.76
Phvul.001G001200.1	-0.28
Phvul.001G001300.1	2.6
Phvul.001G001400.1	-0.01
Phvul.001G001400.1	-0.02
Phvul.001G001500.1	0.71
Phvul.001G001600.1	0.05
Phvul.001G001700.1	0.24
Phvul.001G001800.1	NA
Phvul.001G001900.1	-0.5
Phvul.001G002000.1	-0.52
Phvul.001G002100.1	-0.66
Phvul.001G002200.1	1.91
Phvul.001G002300.1	-0.16
Phvul.001G002400.1	0.35
Phvul.001G002500.1	NA
Phvul.001G002600.1	-0.09
Phvul.001G002700.1	-0.3
Phvul.001G002800.1	1.53
Phvul.001G002900.1	0.42
Phvul.001G003000.1	-0.51
Phvul.001G003100.1	-0.07
Phvul.001G003200.1	0.44
Phvul.001G003300.1	1.22
Phvul.001G003400.1	-1.62
Phvul.001G003500.1	-0.07
Phvul.001G003600.1	0.03
Phvul.001G003700.1	0.57
Phvul.001G003800.1	0.36
Phvul.001G003900.1	0.25
Phvul.001G004000.1	0.24
Phvul.001G004100.1	0.12
Phvul.001G004200.1	NA
Phvul.001G004300.1	NA
Phvul.001G004400.1	-0.14
Phvul.001G004500.1	-0.92
Phvul.001G004600.1	0.44
Phvul.001G004700.1	0.94
Phvul.001G004800.1	-0.24
Phvul.001G004900.1	2.18
Phvul.001G005000.1	0.51
Phvul.001G005100.1	-0.45
Phvul.001G005200.1	0.66
Phvul.001G005300.1	0.09
Phvul.001G005400.1	0.23
Phvul.001G005500.1	0
Phvul.001G005600.1	0.08
Phvul.001G005700.1	0.38
Phvul.001G005800.1	0.97
Phvul.001G005900.1	-0.09
Phvul.001G006000.1	-0.02
Phvul.001G006100.1	-0.14
Phvul.001G006200.1	NA
Phvul.001G006300.1	0.54
Phvul.001G006400.1	NA
Phvul.001G006500.1	NA
Phvul.001G006600.1	NA
Phvul.001G006700.1	0.56
Phvul.001G006800.1	-0.88
Phvul.001G006900.1	0.26
Phvul.001G007000.1	0.73
Phvul.001G007100.1	-0.71
Phvul.001G007200.1	-0.47
Phvul.001G007300.1	-0.95
Phvul.001G007400.1	-0.2
Phvul.001G007500.1	-0.31
Phvul.001G007600.1	0.03
Phvul.001G007700.1	0.19
Phvul.001G007800.1	-1.26
Phvul.001G007900.1	-0.06
Phvul.001G008000.1	0.78
Phvul.001G008100.1	0.38
