taxa	log2fold_1hr
Phvul.003G144600.1	-0.37
Phvul.003G144700.1	NA
Phvul.003G144800.1	0.14
Phvul.003G144900.1	0.12
Phvul.003G145000.1	0.82
Phvul.003G145100.1	0.37
Phvul.003G145200.1	0.07
Phvul.003G145300.1	-0.38
Phvul.003G145400.1	1.21
Phvul.003G145500.1	0.08
Phvul.003G145600.1	-0.2
Phvul.003G145700.1	-0.01
Phvul.003G145800.1	NA
Phvul.003G145900.1	-0.3
Phvul.003G146000.1	-0.36
Phvul.003G146100.1	0.06
Phvul.003G146200.1	0.23
Phvul.003G146300.1	0.55
Phvul.003G146400.1	-1.55
Phvul.003G146500.1	-0.08
Phvul.003G146600.1	0.05
Phvul.003G146700.1	3.09
Phvul.003G146800.1	1.78
Phvul.003G146900.1	0.15
Phvul.003G147000.1	0.63
Phvul.003G147100.1	NA
Phvul.003G147200.1	-0.45
Phvul.003G147300.1	-0.63
Phvul.003G147400.1	0.49
Phvul.003G147500.1	0.45
Phvul.003G147600.1	-0.27
Phvul.003G147700.1	-0.17
Phvul.003G147800.1	0.29
Phvul.003G147900.1	0.32
Phvul.003G148000.1	-0.52
Phvul.003G148000.1	-0.18
Phvul.003G148100.1	0.01
Phvul.003G148200.1	0
Phvul.003G148300.1	NA
Phvul.003G148400.1	-0.84
Phvul.003G148500.1	NA
Phvul.003G148600.1	0.35
Phvul.003G148600.1	0.7
Phvul.003G148700.1	0.02
Phvul.003G148800.1	-0.12
Phvul.003G148900.1	-0.41
Phvul.003G149000.1	-0.35
Phvul.003G149100.1	-0.29
Phvul.003G149200.1	2.25
Phvul.003G149300.1	0
Phvul.003G149400.1	0.06
Phvul.003G149500.1	2.86
Phvul.003G149600.1	-0.31
Phvul.003G149700.1	4.74
Phvul.003G149800.1	0.46
Phvul.003G149900.1	0.31
Phvul.003G150000.1	-0.08
Phvul.003G150100.1	0
Phvul.003G150200.1	1.1
Phvul.003G150300.1	0.07
Phvul.003G150400.1	0.49
Phvul.003G150500.1	0.18
Phvul.003G150600.1	-0.26
Phvul.003G150700.1	1
Phvul.003G150800.1	-0.67
Phvul.003G150900.1	0.18
Phvul.003G151000.1	-0.34
Phvul.003G151100.1	-0.32
Phvul.003G151200.1	-0.47
Phvul.003G151300.1	-0.34
Phvul.003G151400.1	0.06
Phvul.003G151500.1	-0.17
Phvul.003G151600.1	-0.53
Phvul.003G151600.1	-0.38
Phvul.003G151700.1	-0.75
Phvul.003G151800.1	0.69
Phvul.003G151900.1	0.08
Phvul.003G152000.1	-0.02
Phvul.003G152100.1	-0.86
Phvul.003G152200.1	-0.91
Phvul.003G152300.1	0.26
Phvul.003G152400.1	-0.08
Phvul.003G152500.1	0.04
Phvul.003G152600.1	0.06
Phvul.003G152700.1	0.06
Phvul.003G152800.1	0.33
Phvul.003G152900.1	-0.26
Phvul.003G153000.1	-0.41
Phvul.003G153100.1	-0.21
Phvul.003G153200.1	0.09
Phvul.003G153300.1	-0.43
Phvul.003G153400.1	-0.06
Phvul.003G153500.1	-0.26
Phvul.003G153600.1	NA
Phvul.003G153700.1	0.1
Phvul.003G153800.1	0.63
Phvul.003G153900.1	0.26
Phvul.003G154000.1	NA
Phvul.003G154100.1	0.26
Phvul.003G154200.1	0.08
Phvul.003G154300.1	-0.4
Phvul.003G154400.1	0.4
Phvul.003G154500.1	-0.27
Phvul.003G154600.1	-0.47
Phvul.003G154700.1	0.04
Phvul.003G154800.1	0.42
Phvul.003G154900.1	0.02
Phvul.003G155000.1	0.76
Phvul.003G155100.1	0
Phvul.003G155200.1	0.13
Phvul.003G155300.1	0.13
Phvul.003G155400.1	-0.04
Phvul.003G155500.1	0.71
Phvul.003G155600.1	NA
Phvul.003G155700.1	NA
Phvul.003G155800.1	0.29
Phvul.003G155900.1	0.4
Phvul.003G156000.1	-0.02
Phvul.003G156100.1	0.3
Phvul.003G156200.1	-0.82
Phvul.003G156300.1	0.15
Phvul.003G156400.1	1.35
Phvul.003G156500.1	0.12
Phvul.003G156600.1	-0.04
Phvul.003G156700.1	0.03
Phvul.003G156800.1	-0.11
Phvul.003G156900.1	-0.29
Phvul.003G157000.1	0.03
Phvul.003G157100.1	0.16
Phvul.003G157200.1	0.09
Phvul.003G157300.1	0.22
Phvul.003G157400.1	-0.07
Phvul.003G157500.1	1.09
Phvul.003G157600.1	-0.03
Phvul.003G157700.1	0.07
Phvul.003G157800.1	0.32
Phvul.003G157900.1	-0.64
Phvul.003G158000.1	0.59
Phvul.003G158100.1	0.54
Phvul.003G158200.1	-0.1
Phvul.003G158300.1	0.05
Phvul.003G158400.1	-0.05
Phvul.003G158500.1	-0.33
Phvul.003G158600.1	1.55
Phvul.003G158600.1	1.69
Phvul.003G158700.1	0.83
Phvul.003G158800.1	1.36
Phvul.003G158900.1	0.25
Phvul.003G158900.1	0.31
Phvul.003G158900.1	-0.24
Phvul.003G159000.1	NA
Phvul.003G159100.1	-0.05
Phvul.003G159200.1	-0.03
Phvul.003G159300.1	0.41
Phvul.003G159400.1	0
Phvul.003G159500.1	-0.48
Phvul.003G159600.1	-0.05
Phvul.003G159700.1	-0.18
Phvul.003G159800.1	0.1
Phvul.003G159900.1	0.08
Phvul.003G160000.1	-0.35
Phvul.003G160100.1	-0.17
Phvul.003G160200.1	-0.48
Phvul.003G160300.1	0.35
Phvul.003G160400.1	-0.84
Phvul.003G160500.1	-0.04
Phvul.003G160600.1	0.62
Phvul.003G160700.1	0.18
Phvul.003G160800.1	1.45
Phvul.003G160900.1	1.66
Phvul.003G161000.1	0.07
Phvul.003G161100.1	0.73
Phvul.003G161200.1	-0.29
Phvul.003G161300.1	-0.57
Phvul.003G161400.1	0.25
Phvul.003G161500.1	1.39
Phvul.003G161600.1	0.28
Phvul.003G161700.1	0.23
Phvul.003G161800.1	0.04
Phvul.003G161900.1	0.07
Phvul.003G162000.1	-0.37
Phvul.003G162100.1	-0.34
Phvul.003G162200.1	NA
Phvul.003G162300.1	-0.75
Phvul.003G162400.1	NA
Phvul.003G162500.1	-0.21
Phvul.003G162600.1	1.17
Phvul.003G162700.1	0.11
Phvul.003G162800.1	-0.38
Phvul.003G162900.1	0.19
Phvul.003G163000.1	0.01
Phvul.003G163100.1	-0.46
Phvul.003G163200.1	1.74
Phvul.003G163300.1	NA
Phvul.003G163400.1	0.63
Phvul.003G163500.1	0.49
Phvul.003G163600.1	-0.07
Phvul.003G163700.1	0.45
Phvul.003G163800.1	-0.35
Phvul.003G163900.1	0.13
Phvul.003G164000.1	-1.35
Phvul.003G164100.1	-0.27
Phvul.003G164200.1	0.04
Phvul.003G164300.1	-0.49
Phvul.003G164400.1	0.17
Phvul.003G164500.1	0.09
Phvul.003G164600.1	-0.4
Phvul.003G164700.1	0.27
Phvul.003G164800.1	-0.07
Phvul.003G164900.1	0.27
Phvul.003G165000.1	-0.73
Phvul.003G165100.1	0.04
Phvul.003G165200.1	0.82
Phvul.003G165300.1	0.01
Phvul.003G165400.1	0.39
Phvul.003G165500.1	-0.22
Phvul.003G165600.1	-0.4
Phvul.003G165700.1	-0.38
Phvul.003G165800.1	0.52
Phvul.003G165900.1	-0.1
Phvul.003G166000.1	-0.17
Phvul.003G166100.1	-0.03
Phvul.003G166200.1	0.09
Phvul.003G166300.1	-0.13
Phvul.003G166400.1	0.02
Phvul.003G166500.1	-0.02
Phvul.003G166600.1	NA
Phvul.003G166700.1	2.61
Phvul.003G166800.1	3.26
Phvul.003G166900.1	-0.93
Phvul.003G167000.1	0.22
Phvul.003G167100.1	0.25
Phvul.003G167200.1	0.45
Phvul.003G167300.1	-0.05
Phvul.003G167400.1	0.1
Phvul.003G167500.1	-0.01
Phvul.003G167600.1	-0.83
Phvul.003G167700.1	-0.17
Phvul.003G167800.1	0.32
Phvul.003G167900.1	NA
Phvul.003G168000.1	-0.06
Phvul.003G168100.1	0.02
Phvul.003G168200.1	-0.53
Phvul.003G168300.1	-2.12
Phvul.003G168400.1	-1.35
Phvul.003G168500.1	0
Phvul.003G168600.1	-0.39
Phvul.003G168700.1	0.05
Phvul.003G168800.1	-1.31
Phvul.003G168900.1	-0.26
Phvul.003G169000.1	0.03
Phvul.003G169100.1	-1.24
Phvul.003G169200.1	-0.53
Phvul.003G169300.1	-0.09
Phvul.003G169400.1	0.17
Phvul.003G169500.1	-0.1
Phvul.003G169600.1	-0.04
Phvul.003G169700.1	-0.88
Phvul.003G169800.1	-0.35
Phvul.003G169900.1	NA
Phvul.003G170000.1	-0.47
Phvul.003G170100.1	0.15
Phvul.003G170200.1	0.57
Phvul.003G170300.1	-0.8
Phvul.003G170400.1	-0.22
Phvul.003G170500.1	-0.08
Phvul.003G170600.1	0.03
Phvul.003G170700.1	NA
Phvul.003G170800.1	0.61
Phvul.003G170900.1	-0.13
Phvul.003G171000.1	-0.23
Phvul.003G171100.1	-0.05
Phvul.003G171200.1	0.28
Phvul.003G171300.1	-0.28
Phvul.003G171400.1	NA
Phvul.003G171500.1	-0.24
Phvul.003G171600.1	-0.3
Phvul.003G171700.1	0.01
Phvul.003G171800.1	-0.07
Phvul.003G171900.1	0.07
Phvul.003G172000.1	-0.15
Phvul.003G172100.1	-0.05
Phvul.003G172200.1	0.07
Phvul.003G172300.1	0.4
Phvul.003G172400.1	0.03
Phvul.003G172500.1	-0.31
Phvul.003G172600.1	-0.29
Phvul.003G172700.1	-0.06
Phvul.003G172800.1	-0.07
Phvul.003G172900.1	-0.94
Phvul.003G173000.1	0.48
Phvul.003G173100.1	1.3
Phvul.003G173200.1	-0.22
Phvul.003G173300.1	-0.37
Phvul.003G173400.1	-0.31
Phvul.003G173500.1	0.15
Phvul.003G173600.1	-1.41
Phvul.003G173700.1	0.1
Phvul.003G173800.1	-0.1
Phvul.003G173900.1	0.03
Phvul.003G174000.1	-0.56
Phvul.003G174100.1	-0.08
Phvul.003G174200.1	NA
Phvul.003G174300.1	0.23
Phvul.003G174400.1	-0.22
Phvul.003G174500.1	1.82
Phvul.003G174600.1	0.45
Phvul.003G174700.1	0.46
Phvul.003G174800.1	1.42
Phvul.003G174900.1	0.05
Phvul.003G175000.1	0
Phvul.003G175100.1	-0.58
Phvul.003G175200.1	NA
Phvul.003G175300.1	-0.22
Phvul.003G175400.1	-0.63
Phvul.003G175500.1	0.35
Phvul.003G175600.1	0.02
Phvul.003G175700.1	0.74
Phvul.003G175700.1	0.67
Phvul.003G175800.1	-0.71
Phvul.003G175900.1	-0.02
Phvul.003G176000.1	0.26
Phvul.003G176100.1	-0.31
Phvul.003G176200.1	-0.07
Phvul.003G176300.1	0.16
Phvul.003G176400.1	0.1
Phvul.003G176500.1	-0.28
Phvul.003G176600.1	-0.31
Phvul.003G176700.1	-0.02
Phvul.003G176800.1	-1.08
Phvul.003G176900.1	-0.2
Phvul.003G177000.1	0
Phvul.003G177100.1	-0.25
Phvul.003G177200.1	-0.39
Phvul.003G177300.1	0
Phvul.003G177400.1	0.14
Phvul.003G177500.1	0.13
Phvul.003G177600.1	0.01
Phvul.003G177700.1	4.77
Phvul.003G177800.1	2.81
Phvul.003G177900.1	0.17
Phvul.003G178000.1	-0.17
Phvul.003G178100.1	-0.21
Phvul.003G178200.1	-0.15
Phvul.003G178300.1	-0.63
Phvul.003G178400.1	-0.11
Phvul.003G178500.1	-0.41
Phvul.003G178600.1	-0.12
Phvul.003G178700.1	NA
Phvul.003G178800.1	0.64
Phvul.003G178900.1	0.97
Phvul.003G179000.1	0.18
Phvul.003G179100.1	-1.07
Phvul.003G179200.1	-0.1
Phvul.003G179300.1	0.5
Phvul.003G179400.1	0.15
Phvul.003G179500.1	2.59
Phvul.003G179600.1	0.16
Phvul.003G179700.1	0.13
Phvul.003G179800.1	-0.98
Phvul.003G179900.1	-0.81
Phvul.003G180000.1	0.24
Phvul.003G180100.1	-0.03
Phvul.003G180200.1	0.02
Phvul.003G180200.1	0.16
Phvul.003G180300.1	0.63
Phvul.003G180400.1	-0.21
Phvul.003G180500.1	NA
Phvul.003G180600.1	0.34
Phvul.003G180700.1	-0.06
Phvul.003G180800.1	0.05
Phvul.003G180900.1	0.01
Phvul.003G181000.1	-0.07
Phvul.003G181100.1	0.23
Phvul.003G181200.1	NA
Phvul.003G181300.1	2.32
Phvul.003G181400.1	0.11
Phvul.003G181500.1	0.45
Phvul.003G181600.1	0.22
Phvul.003G181700.1	0.08
Phvul.003G181800.1	0.09
Phvul.003G181900.1	-0.59
Phvul.003G182000.1	-0.45
Phvul.003G182100.1	-0.87
Phvul.003G182200.1	-0.16
Phvul.003G182300.1	-0.16
Phvul.003G182400.1	-0.01
Phvul.003G182500.1	-0.16
Phvul.003G182600.1	0.87
Phvul.003G182700.1	-0.32
Phvul.003G182800.1	0.02
Phvul.003G182900.1	-1.17
Phvul.003G183000.1	0.37
Phvul.003G183100.1	0.02
Phvul.003G183200.1	-0.24
Phvul.003G183300.1	-0.47
Phvul.003G183400.1	-0.47
Phvul.003G183500.1	-0.29
Phvul.003G183600.1	-0.82
Phvul.003G183700.1	-0.24
Phvul.003G183800.1	0.19
Phvul.003G183900.1	0.09
Phvul.003G184000.1	-0.06
Phvul.003G184100.1	-0.13
Phvul.003G184200.1	-0.39
Phvul.003G184300.1	-0.24
Phvul.003G184400.1	-0.58
Phvul.003G184500.1	NA
Phvul.003G184600.1	-0.08
Phvul.003G184700.1	0.04
Phvul.003G184800.1	-0.29
Phvul.003G184900.1	-0.11
Phvul.003G185000.1	0.42
Phvul.003G185100.1	0.17
Phvul.003G185200.1	0.35
Phvul.003G185300.1	-0.49
Phvul.003G185400.1	0.11
Phvul.003G185500.1	NA
Phvul.003G185500.1	-0.28
Phvul.003G185600.1	-0.09
Phvul.003G185700.1	-0.35
Phvul.003G185800.1	0.1
Phvul.003G185900.1	-0.48
Phvul.003G186000.1	-0.44
Phvul.003G186100.1	-0.42
Phvul.003G186200.1	0.06
Phvul.003G186300.1	-0.18
Phvul.003G186400.1	-0.08
Phvul.003G186500.1	1.51
Phvul.003G186600.1	-0.04
Phvul.003G186700.1	0.04
Phvul.003G186800.1	-0.08
Phvul.003G186900.1	-0.62
Phvul.003G187000.1	NA
Phvul.003G187100.1	-0.79
Phvul.003G187200.1	3.5
Phvul.003G187300.1	0
Phvul.003G187400.1	0
Phvul.003G187500.1	0.04
Phvul.003G187600.1	0.07
Phvul.003G187700.1	0.08
Phvul.003G187800.1	-0.1
Phvul.003G187800.1	0.02
Phvul.003G187900.1	-0.24
Phvul.003G188000.1	NA
Phvul.003G188100.1	-0.1
Phvul.003G188200.1	0.57
Phvul.003G188300.1	0.82
Phvul.003G188400.1	-0.02
Phvul.003G188500.1	-0.46
Phvul.003G188600.1	0.53
Phvul.003G188700.1	0.34
Phvul.003G188800.1	0.32
Phvul.003G188900.1	-1.2
Phvul.003G189000.1	-0.08
Phvul.003G189100.1	0.02
Phvul.003G189200.1	-0.01
Phvul.003G189300.1	-0.74
Phvul.003G189300.1	-0.8
Phvul.003G189400.1	-1.23
Phvul.003G189500.1	-0.14
Phvul.003G189600.1	-0.44
Phvul.003G189700.1	-0.27
Phvul.003G189800.1	0.38
Phvul.003G189900.1	NA
Phvul.003G190000.1	0.14
Phvul.003G190100.1	0
Phvul.003G190200.1	0.11
Phvul.003G190300.1	0.48
Phvul.003G190400.1	0.65
Phvul.003G190500.1	0.27
Phvul.003G190600.1	0.56
Phvul.003G190700.1	0.1
Phvul.003G190800.1	0.04
Phvul.003G190900.1	-1.51
Phvul.003G191000.1	0.07
Phvul.003G191100.1	-0.26
Phvul.003G191200.1	-0.14
Phvul.003G191300.1	NA
Phvul.003G191400.1	0
Phvul.003G191500.1	-0.5
Phvul.003G191600.1	0
Phvul.003G191700.1	-0.47
Phvul.003G191800.1	-0.72
Phvul.003G191900.1	0.41
Phvul.003G192000.1	3.12
Phvul.003G192100.1	-0.07
Phvul.003G192200.1	0.09
Phvul.003G192300.1	-0.17
Phvul.003G192400.1	-0.65
Phvul.003G192500.1	-0.14
Phvul.003G192600.1	0.54
Phvul.003G192700.1	-0.19
Phvul.003G192800.1	0.02
Phvul.003G192900.1	0.08
Phvul.003G193000.1	-0.29
Phvul.003G193100.1	-0.69
Phvul.003G193200.1	-0.13
Phvul.003G193300.1	-0.06
Phvul.003G193400.1	-0.47
Phvul.003G193500.1	0.1
Phvul.003G193600.1	-0.44
Phvul.003G193700.1	0.24
Phvul.003G193800.1	-0.1
Phvul.003G193900.1	-0.2
Phvul.003G194000.1	0.02
Phvul.003G194100.1	0.76
Phvul.003G194200.1	0.05
Phvul.003G194300.1	0.24
Phvul.003G194400.1	0.46
Phvul.003G194500.1	0.13
Phvul.003G194600.1	0.56
Phvul.003G194700.1	-0.12
Phvul.003G194800.1	-0.46
Phvul.003G194900.1	0.55
Phvul.003G195000.1	1.93
Phvul.003G195100.1	NA
Phvul.003G195200.1	0.12
Phvul.003G195300.1	0.66
Phvul.003G195400.1	0.23
Phvul.003G195500.1	0.55
Phvul.003G195600.1	-0.28
Phvul.003G195700.1	-0.38
Phvul.003G195800.1	-0.24
Phvul.003G195900.1	-0.18
Phvul.003G196000.1	-0.02
Phvul.003G196100.1	-0.59
Phvul.003G196200.1	0.44
Phvul.003G196300.1	-0.13
Phvul.003G196400.1	0.04
Phvul.003G196500.1	-0.06
Phvul.003G196600.1	-0.8
Phvul.003G196700.1	-0.01
Phvul.003G196700.1	0.03
Phvul.003G196800.1	1.51
Phvul.003G196900.1	-0.43
Phvul.003G197000.1	0.54
Phvul.003G197100.1	-0.62
Phvul.003G197200.1	-0.34
Phvul.003G197300.1	-0.13
Phvul.003G197400.1	-0.94
Phvul.003G197500.1	0.52
Phvul.003G197600.1	-0.21
Phvul.003G197700.1	1.07
Phvul.003G197800.1	-0.01
Phvul.003G197900.1	-1.02
Phvul.003G198000.1	0.19
Phvul.003G198100.1	-0.44
Phvul.003G198200.1	0.36
Phvul.003G198300.1	0
Phvul.003G198400.1	-0.47
Phvul.003G198500.1	-0.17
Phvul.003G198600.1	-0.08
Phvul.003G198700.1	-0.15
Phvul.003G198800.1	NA
Phvul.003G198900.1	0.06
Phvul.003G199000.1	0.25
Phvul.003G199100.1	0.32
Phvul.003G199200.1	1.37
Phvul.003G199300.1	0.07
Phvul.003G199400.1	0.24
Phvul.003G199500.1	1.67
Phvul.003G199600.1	0.59
Phvul.003G199700.1	0.39
Phvul.003G199800.1	0.53
Phvul.003G199900.1	0.16
Phvul.003G199900.1	0.08
Phvul.003G200000.1	0.24
Phvul.003G200100.1	0.19
Phvul.003G200200.1	0.23
Phvul.003G200300.1	0.16
Phvul.003G200400.1	0.38
Phvul.003G200500.1	1.7
Phvul.003G200600.1	-0.4
Phvul.003G200700.1	0.08
Phvul.003G200800.1	0.08
Phvul.003G200900.1	0.46
Phvul.003G201000.1	0.34
Phvul.003G201100.1	-0.05
Phvul.003G201200.1	-0.29
Phvul.003G201300.1	NA
Phvul.003G201400.1	0.26
Phvul.003G201500.1	-0.24
Phvul.003G201600.1	-0.08
Phvul.003G201700.1	-0.44
Phvul.003G201800.1	0.06
Phvul.003G201900.1	-0.21
Phvul.003G202000.1	0.89
Phvul.003G202100.1	0.37
Phvul.003G202200.1	0.07
Phvul.003G202300.1	-0.01
Phvul.003G202400.1	0.19
Phvul.003G202500.1	0.16
Phvul.003G202600.1	0.31
Phvul.003G202700.1	-0.06
Phvul.003G202800.1	0.23
Phvul.003G202900.1	0.54
Phvul.003G203000.1	-0.35
Phvul.003G203100.1	-1.22
Phvul.003G203200.1	-0.29
Phvul.003G203300.1	-0.67
Phvul.003G203400.1	-0.44
Phvul.003G203500.1	-0.41
Phvul.003G203600.1	NA
Phvul.003G203700.1	0.96
Phvul.003G203800.1	0.06
Phvul.003G203900.1	-0.54
Phvul.003G204000.1	0.86
Phvul.003G204100.1	-0.11
Phvul.003G204200.1	0.05
Phvul.003G204300.1	0.4
Phvul.003G204400.1	0.03
Phvul.003G204500.1	0.97
Phvul.003G204600.1	-0.49
Phvul.003G204700.1	-0.12
Phvul.003G204800.1	NA
Phvul.003G204900.1	0.02
Phvul.003G205000.1	0.38
Phvul.003G205100.1	0.71
Phvul.003G205200.1	-0.3
Phvul.003G205300.1	-0.11
Phvul.003G205400.1	-1.2
Phvul.003G205500.1	0.14
Phvul.003G205600.1	-0.1
Phvul.003G205700.1	-0.47
Phvul.003G205800.1	0.09
Phvul.003G205900.1	0.61
Phvul.003G206000.1	0.75
Phvul.003G206100.1	-0.44
Phvul.003G206200.1	0.08
Phvul.003G206300.1	-0.13
Phvul.003G206400.1	0.52
Phvul.003G206500.1	0.38
Phvul.003G206600.1	-0.63
Phvul.003G206700.1	-0.09
Phvul.003G206800.1	0.17
Phvul.003G206900.1	-0.32
Phvul.003G207000.1	0.23
Phvul.003G207100.1	-0.12
Phvul.003G207200.1	0.89
Phvul.003G207300.1	-0.11
Phvul.003G207400.1	-0.37
Phvul.003G207500.1	0.01
Phvul.003G207600.1	-0.42
Phvul.003G207700.1	-0.17
Phvul.003G207800.1	-0.17
Phvul.003G207900.1	0.02
Phvul.003G208000.1	-0.21
Phvul.003G208100.1	0.71
Phvul.003G208200.1	0.07
Phvul.003G208300.1	-0.38
Phvul.003G208400.1	-0.16
Phvul.003G208500.1	0.1
Phvul.003G208600.1	-0.12
Phvul.003G208700.1	-1.11
Phvul.003G208800.1	0.34
Phvul.003G208900.1	NA
Phvul.003G209000.1	0.36
Phvul.003G209100.1	-0.31
Phvul.003G209200.1	0.11
Phvul.003G209300.1	0.66
Phvul.003G209400.1	0.06
Phvul.003G209500.1	-0.24
Phvul.003G209600.1	-0.01
Phvul.003G209700.1	0
Phvul.003G209800.1	-0.36
Phvul.003G209900.1	-0.5
Phvul.003G210000.1	0.5
Phvul.003G210100.1	-0.35
Phvul.003G210200.1	-0.28
Phvul.003G210300.1	0.08
Phvul.003G210400.1	-0.12
Phvul.003G210500.1	-0.22
Phvul.003G210600.1	-0.07
Phvul.003G210700.1	0.48
Phvul.003G210800.1	0.62
Phvul.003G210900.1	NA
Phvul.003G211000.1	0.46
Phvul.003G211100.1	-0.19
Phvul.003G211200.1	-0.09
Phvul.003G211300.1	0.46
Phvul.003G211400.1	-0.33
Phvul.003G211500.1	-0.07
Phvul.003G211600.1	0.66
Phvul.003G211700.1	0.64
Phvul.003G211800.1	0.79
Phvul.003G211900.1	-0.03
Phvul.003G212000.1	0.4
Phvul.003G212100.1	-0.02
Phvul.003G212200.1	-0.56
Phvul.003G212300.1	-0.59
Phvul.003G212400.1	0.06
Phvul.003G212500.1	0.36
Phvul.003G212600.1	4.27
Phvul.003G212700.1	-0.16
Phvul.003G212800.1	0.25
Phvul.003G212900.1	1.9
Phvul.003G213000.1	-0.26
Phvul.003G213100.1	1.61
Phvul.003G213200.1	1.51
Phvul.003G213300.1	1.33
Phvul.003G213400.1	-0.31
Phvul.003G213500.1	-0.31
Phvul.003G213600.1	0.19
Phvul.003G213700.1	-0.04
Phvul.003G213800.1	0.64
Phvul.003G213900.1	0.12
Phvul.003G214000.1	0.1
Phvul.003G214100.1	0.03
Phvul.003G214200.1	-0.14
Phvul.003G214300.1	-0.3
Phvul.003G214400.1	-0.18
Phvul.003G214500.1	-0.22
Phvul.003G214600.1	0.13
Phvul.003G214700.1	-0.72
Phvul.003G214800.1	0.77
Phvul.003G214900.1	1.27
Phvul.003G215000.1	0.49
Phvul.003G215100.1	0.7
Phvul.003G215200.1	0.04
Phvul.003G215300.1	-0.21
Phvul.003G215400.1	1.21
Phvul.003G215500.1	-1.5
Phvul.003G215600.1	0.19
Phvul.003G215700.1	0.19
Phvul.003G215800.1	0.27
Phvul.003G215900.1	-0.89
Phvul.003G216000.1	-0.1
Phvul.003G216100.1	-0.28
Phvul.003G216200.1	NA
Phvul.003G216300.1	-0.05
Phvul.003G216400.1	0
Phvul.003G216500.1	1.48
Phvul.003G216600.1	-0.29
Phvul.003G216700.1	0.1
Phvul.003G216800.1	-0.35
Phvul.003G216900.1	-0.15
Phvul.003G217000.1	0.02
Phvul.003G217100.1	0.73
Phvul.003G217200.1	1.64
Phvul.003G217300.1	0.13
Phvul.003G217400.1	-0.23
Phvul.003G217500.1	0.79
Phvul.003G217600.1	-0.52
Phvul.003G217700.1	-0.39
Phvul.003G217800.1	-0.94
Phvul.003G217900.1	-1.31
Phvul.003G218000.1	-0.22
Phvul.003G218100.1	0
Phvul.003G218200.1	-0.19
Phvul.003G218300.1	-0.01
Phvul.003G218400.1	-0.48
Phvul.003G218500.1	-1.39
Phvul.003G218600.1	0
Phvul.003G218700.1	0.97
Phvul.003G218800.1	NA
Phvul.003G218900.1	0.57
Phvul.003G219000.1	NA
Phvul.003G219100.1	-0.46
Phvul.003G219200.1	-0.36
Phvul.003G219300.1	0.01
Phvul.003G219400.1	0.6
Phvul.003G219500.1	0.87
Phvul.003G219600.1	0.21
Phvul.003G219700.1	1.44
Phvul.003G219800.1	1.23
Phvul.003G219900.1	-0.33
Phvul.003G220000.1	0.1
Phvul.003G220100.1	-0.17
Phvul.003G220200.1	-0.39
Phvul.003G220300.1	-0.01
Phvul.003G220400.1	1.02
Phvul.003G220500.1	-0.74
Phvul.003G220600.1	0.19
Phvul.003G220700.1	0.12
Phvul.003G220800.1	-0.04
Phvul.003G220900.1	0.05
Phvul.003G221000.1	-0.31
Phvul.003G221100.1	-0.48
Phvul.003G221200.1	-0.06
Phvul.003G221300.1	0.19
Phvul.003G221400.1	-0.32
Phvul.003G221500.1	0.39
Phvul.003G221600.1	0.22
Phvul.003G221700.1	1.03
Phvul.003G221800.1	0.04
Phvul.003G221900.1	-0.19
Phvul.003G222000.1	-0.03
Phvul.003G222100.1	0.1
Phvul.003G222200.1	0.31
Phvul.003G222300.1	0.74
Phvul.003G222400.1	0.11
Phvul.003G222500.1	0.15
Phvul.003G222600.1	0
Phvul.003G222700.1	0.14
Phvul.003G222800.1	-0.05
Phvul.003G222900.1	0.17
Phvul.003G223000.1	0.24
Phvul.003G223100.1	-0.03
Phvul.003G223200.1	-0.71
Phvul.003G223300.1	0.16
Phvul.003G223400.1	-0.15
Phvul.003G223500.1	0.12
Phvul.003G223600.1	-0.3
Phvul.003G223700.1	-0.39
Phvul.003G223800.1	0
Phvul.003G223900.1	1
Phvul.003G224000.1	1.29
Phvul.003G224100.1	0.52
Phvul.003G224200.1	0.29
Phvul.003G224300.1	0.38
Phvul.003G224400.1	0.07
Phvul.003G224500.1	0.51
Phvul.003G224600.1	-0.38
Phvul.003G224700.1	NA
Phvul.003G224800.1	-1.19
Phvul.003G224900.1	0.03
Phvul.003G225000.1	-0.15
Phvul.003G225100.1	-0.26
Phvul.003G225200.1	NA
Phvul.003G225300.1	0.42
Phvul.003G225400.1	-0.28
Phvul.003G225500.1	NA
Phvul.003G225600.1	-0.13
Phvul.003G225700.1	-0.17
Phvul.003G225800.1	0.46
Phvul.003G225900.1	0.62
Phvul.003G226000.1	-0.37
Phvul.003G226100.1	0.22
Phvul.003G226200.1	-0.39
Phvul.003G226300.1	0.04
Phvul.003G226400.1	-0.16
Phvul.003G226500.1	0
Phvul.003G226600.1	-0.51
Phvul.003G226700.1	1.27
Phvul.003G226800.1	-0.72
Phvul.003G226900.1	-0.45
Phvul.003G227000.1	-0.36
Phvul.003G227100.1	-0.18
Phvul.003G227200.1	-0.33
Phvul.003G227300.1	-0.19
Phvul.003G227400.1	0.15
Phvul.003G227400.1	-0.02
Phvul.003G227500.1	-0.22
Phvul.003G227600.1	-0.01
Phvul.003G227700.1	0.05
Phvul.003G227800.1	-0.5
Phvul.003G227900.1	-0.18
Phvul.003G228000.1	-0.03
Phvul.003G228100.1	0.44
Phvul.003G228200.1	-0.44
Phvul.003G228300.1	3.12
Phvul.003G228400.1	NA
Phvul.003G228500.1	-0.18
Phvul.003G228600.1	-0.01
