taxa	In11_one_hr	six_hr
Vigun03g012200	-0.05	0.52
Vigun05g067000	-0.05	-0.12
Vigun06g239100	-0.05	-0.02
Vigun05g045500	-0.05	-0.18
Vigun07g221600	-0.05	0.76
Vigun09g169700	-0.05	0.19
Vigun09g123300	-0.05	-0.03
Vigun05g005200	-0.05	0.44
Vigun04g148300	-0.05	0.06
Vigun05g233000	-0.05	0.37
Vigun11g124500	-0.05	-0.41
Vigun08g167000	-0.05	1.50
Vigun08g148300	-0.05	-0.07
Vigun02g156900	-0.05	-0.26
Vigun06g209900	-0.05	-0.45
Vigun02g160900	-0.05	-0.31
Vigun06g236400	-0.05	-0.12
Vigun02g130400	-0.05	-0.22
Vigun09g042600	-0.05	-0.25
Vigun04g104400	-0.05	-0.47
Vigun03g294000	-0.05	0.44
Vigun04g057500	-0.05	-0.16
Vigun01g073100	-0.05	-0.35
Vigun07g107000	-0.05	-0.12
Vigun06g024400	-0.05	-0.12
Vigun03g241400	-0.05	0.31
Vigun02g062200	-0.05	0.37
Vigun04g070800	-0.05	0.20
Vigun07g164900	-0.05	0.26
Vigun10g010000	-0.05	-0.18
Vigun10g191400	-0.05	0.27
Vigun04g203700	-0.05	-0.67
Vigun09g173900	-0.05	-0.20
Vigun07g206700	-0.05	-1.24
Vigun10g104300	-0.05	-1.22
Vigun02g117300	-0.05	-0.39
Vigun10g198100	-0.05	-0.22
Vigun07g272500	-0.05	0.13
Vigun08g202000	-0.05	0.13
Vigun07g253500	-0.05	0.18
Vigun01g154900	-0.05	-0.07
Vigun05g064900	-0.05	-0.35
Vigun02g138300	-0.05	0.24
Vigun01g184100	-0.05	0.10
Vigun11g190400	-0.05	0.44
Vigun03g169000	-0.05	-0.38
Vigun09g180100	-0.05	0.20
Vigun08g096800	-0.05	0.04
Vigun03g033200	-0.05	0.93
Vigun10g035100	-0.05	-0.02
Vigun05g083800	-0.05	0.07
Vigun05g237200	-0.05	0.17
Vigun07g059100	-0.05	-0.62
Vigun06g001400	-0.05	0.14
Vigun06g145100	-0.05	0.01
Vigun05g038900	-0.05	0.14
Vigun05g138600	-0.05	-0.01
Vigun05g119700	-0.05	0.47
Vigun08g119600	-0.05	-0.70
Vigun03g175100	-0.05	-0.13
Vigun06g005600	-0.05	0.36
Vigun09g213200	-0.05	0.19
Vigun03g259400	-0.05	0.36
Vigun05g283900	-0.05	0.51
Vigun01g030400	-0.05	-0.21
Vigun01g252400	-0.05	-0.85
Vigun07g156800	-0.05	-0.57
Vigun07g009900	-0.05	0.01
Vigun01g206700	-0.05	-0.11
Vigun10g100300	-0.05	0.30
Vigun10g142300	-0.05	-0.04
Vigun08g152700	-0.05	0.50
Vigun03g163300	-0.05	0.93
Vigun07g024600	-0.06	-0.46
Vigun09g128900	-0.06	0.29
Vigun07g019300	-0.06	0.05
Vigun09g202800	-0.06	-0.36
Vigun07g156200	-0.06	-0.41
Vigun11g034800	-0.06	-0.05
Vigun04g167300	-0.06	-0.15
Vigun02g059500	-0.06	-0.18
Vigun10g079300	-0.06	0.65
Vigun09g272500	-0.06	0.14
Vigun10g124400	-0.06	-0.29
Vigun05g265100	-0.06	0.19
Vigun05g216000	-0.06	-0.31
Vigun09g181300	-0.06	-0.09
Vigun07g116400	-0.06	0.04
Vigun06g053900	-0.06	0.30
Vigun05g208700	-0.06	-0.60
Vigun07g044500	-0.06	-0.02
Vigun08g015400	-0.06	-0.07
Vigun10g134400	-0.06	-0.34
Vigun07g209000	-0.06	0.06
Vigun05g040300	-0.06	-0.01
Vigun10g027800	-0.06	0.20
Vigun01g010700	-0.06	0.25
Vigun01g126500	-0.06	-0.14
Vigun09g034500	-0.06	-0.02
Vigun08g154900	-0.06	-0.38
Vigun07g254900	-0.06	-0.03
Vigun02g067000	-0.06	-0.08
Vigun03g166300	-0.06	0.06
Vigun04g143100	-0.06	-1.03
Vigun09g238700	-0.06	-0.78
Vigun08g206300	-0.06	-0.31
Vigun09g141100	-0.06	1.30
Vigun01g011700	-0.06	0.27
Vigun07g161100	-0.06	0.30
Vigun01g000400	-0.06	-0.12
Vigun11g222900	-0.06	-1.11
Vigun03g132700	-0.06	-1.18
Vigun11g001800	-0.06	-0.07
Vigun01g191800	-0.06	0.50
Vigun02g084100	-0.06	-0.19
Vigun02g077900	-0.06	0.15
Vigun06g015400	-0.06	-0.02
Vigun02g078900	-0.06	0.17
Vigun03g045600	-0.06	-0.12
Vigun03g069700	-0.06	0.08
Vigun05g228100	-0.06	-0.52
Vigun11g089000	-0.06	0.28
Vigun04g041900	-0.06	-0.03
Vigun11g211100	-0.06	0.84
Vigun09g216000	-0.06	0.24
Vigun03g054500	-0.06	0.12
Vigun07g220800	-0.06	0.15
Vigun05g200600	-0.06	-0.73
Vigun03g024700	-0.06	-0.92
Vigun01g236200	-0.06	0.42
Vigun11g148600	-0.06	-0.41
Vigun01g179700	-0.06	-0.35
Vigun03g039900	-0.06	-2.23
Vigun09g114300	-0.06	-0.52
Vigun06g214900	-0.06	-0.16
Vigun08g038800	-0.06	-0.61
Vigun07g141600	-0.06	0.35
Vigun11g126900	-0.06	0.03
Vigun06g017400	-0.06	0.36
Vigun08g144100	-0.06	0.40
Vigun07g006000	-0.06	0.24
Vigun07g087300	-0.06	-0.08
Vigun11g073900	-0.06	0.02
Vigun04g112900	-0.06	-0.57
Vigun01g234800	-0.06	0.01
Vigun10g187600	-0.06	-0.20
Vigun01g253800	-0.06	0.00
Vigun09g121900	-0.06	-0.29
Vigun08g125800	-0.06	0.09
Vigun02g065700	-0.06	-0.59
Vigun07g258800	-0.06	-0.19
Vigun03g263200	-0.06	0.01
Vigun03g055300	-0.06	0.23
Vigun11g006200	-0.06	-0.18
Vigun03g169500	-0.06	-0.10
Vigun03g427600	-0.06	0.26
Vigun09g146400	-0.06	0.16
Vigun07g206900	-0.06	0.18
Vigun03g098100	-0.06	0.33
Vigun11g187100	-0.06	-0.04
Vigun07g137700	-0.06	-0.58
Vigun10g047100	-0.06	0.38
Vigun07g276300	-0.06	0.16
Vigun08g018600	-0.06	1.79
Vigun05g047100	-0.06	-0.56
Vigun06g175200	-0.06	-0.17
Vigun10g175600	-0.06	0.09
Vigun02g144100	-0.06	0.12
Vigun03g023200	-0.06	0.14
Vigun07g239600	-0.06	-0.08
Vigun01g020100	-0.06	-0.06
Vigun02g008200	-0.06	-0.12
Vigun06g049000	-0.06	0.04
Vigun05g253700	-0.06	-0.16
Vigun09g088800	-0.06	0.20
Vigun10g149400	-0.06	0.09
Vigun05g288500	-0.06	0.38
Vigun08g206100	-0.06	-0.30
Vigun01g156000	-0.06	0.97
Vigun03g220300	-0.06	-0.41
Vigun06g092000	-0.06	0.53
Vigun01g169100	-0.06	0.17
Vigun02g058300	-0.06	0.09
Vigun10g009700	-0.06	-0.10
Vigun01g095400	-0.06	0.52
Vigun10g080900	-0.06	0.20
Vigun05g154500	-0.06	0.05
Vigun05g145000	-0.06	0.33
Vigun03g325100	-0.06	0.56
Vigun06g120200	-0.06	-0.12
Vigun06g164700	-0.06	-0.40
Vigun05g193800	-0.06	0.47
Vigun03g230900	-0.06	0.42
Vigun06g060000	-0.06	-0.18
Vigun06g146400	-0.06	0.43
Vigun03g429900	-0.07	0.26
Vigun08g197400	-0.07	0.51
Vigun03g179600	-0.07	-0.08
Vigun09g167400	-0.07	0.25
Vigun04g035600	-0.07	-0.39
Vigun09g113800	-0.07	0.12
Vigun07g151400	-0.07	0.59
Vigun03g333300	-0.07	-0.21
Vigun04g078100	-0.07	0.20
Vigun05g302200	-0.07	0.38
Vigun04g082500	-0.07	0.58
Vigun03g402600	-0.07	0.10
Vigun08g007500	-0.07	0.61
Vigun10g064400	-0.07	0.89
Vigun05g078200	-0.07	0.12
Vigun06g049100	-0.07	-0.36
Vigun05g256300	-0.07	-0.49
Vigun03g040700	-0.07	0.44
Vigun06g042800	-0.07	0.20
Vigun06g011700	-0.07	0.43
Vigun07g072100	-0.07	-0.78
Vigun05g227400	-0.07	-0.01
Vigun11g057200	-0.07	-1.55
Vigun11g100000	-0.07	0.08
Vigun03g311500	-0.07	-0.14
Vigun07g296200	-0.07	0.20
Vigun09g081000	-0.07	0.18
Vigun05g119400	-0.07	0.32
Vigun03g263600	-0.07	0.17
Vigun03g142800	-0.07	-0.01
Vigun04g174200	-0.07	-0.22
Vigun11g101900	-0.07	-0.08
Vigun07g269200	-0.07	0.01
Vigun08g122800	-0.07	0.24
Vigun03g095400	-0.07	-0.53
Vigun02g113600	-0.07	0.00
Vigun03g080100	-0.07	0.34
Vigun08g185600	-0.07	0.22
Vigun11g156100	-0.07	-0.16
Vigun10g111600	-0.07	-0.94
Vigun11g066200	-0.07	-1.33
Vigun07g145500	-0.07	-0.04
Vigun02g136000	-0.07	-0.43
Vigun01g006800	-0.07	-0.23
Vigun04g159700	-0.07	0.03
Vigun03g349300	-0.07	0.59
Vigun01g058700	-0.07	0.14
Vigun07g142400	-0.07	-0.18
Vigun07g022900	-0.07	0.07
Vigun05g015000	-0.07	0.23
Vigun09g105900	-0.07	-0.33
Vigun04g146000	-0.07	-0.70
Vigun08g083800	-0.07	0.24
Vigun10g007200	-0.07	-0.07
Vigun03g293500	-0.07	-0.58
Vigun03g405000	-0.07	0.87
Vigun08g022300	-0.07	0.09
Vigun01g038600	-0.07	0.45
Vigun08g040400	-0.07	-0.58
Vigun07g286000	-0.07	0.33
Vigun03g448300	-0.07	-0.38
Vigun04g132100	-0.07	0.38
Vigun09g155500	-0.07	0.29
Vigun01g171600	-0.07	0.61
Vigun10g181000	-0.07	0.31
Vigun02g060900	-0.07	0.49
Vigun06g063300	-0.07	0.27
Vigun09g203300	-0.07	-0.51
Vigun05g247700	-0.07	0.19
Vigun05g172300	-0.07	0.14
Vigun01g167000	-0.07	-0.26
Vigun10g146600	-0.07	-0.39
Vigun09g002600	-0.07	-0.05
Vigun10g180200	-0.07	-0.49
Vigun11g003300	-0.07	-0.06
Vigun11g001300	-0.07	0.43
Vigun05g036700	-0.07	0.32
Vigun07g281600	-0.07	-0.37
Vigun08g002300	-0.07	-0.92
Vigun09g148700	-0.07	0.36
Vigun01g129100	-0.07	-0.28
Vigun09g233100	-0.07	-0.21
Vigun11g144000	-0.07	0.06
Vigun01g226600	-0.07	0.41
Vigun05g100900	-0.07	0.15
Vigun03g145300	-0.07	0.27
Vigun03g199800	-0.07	-0.08
Vigun03g148000	-0.07	-0.20
Vigun04g009600	-0.07	0.00
Vigun07g282300	-0.07	-0.28
Vigun04g036000	-0.07	0.04
Vigun06g132000	-0.07	0.28
Vigun10g161200	-0.07	-0.06
Vigun04g165500	-0.07	0.29
Vigun09g269500	-0.07	1.35
Vigun10g080000	-0.07	0.25
Vigun01g116300	-0.07	0.41
Vigun09g051300	-0.07	0.25
Vigun09g278700	-0.07	0.25
Vigun05g192700	-0.07	0.07
Vigun03g204000	-0.07	0.08
Vigun11g156500	-0.07	-0.62
Vigun01g252900	-0.07	-0.18
Vigun08g206700	-0.07	-0.05
Vigun06g105100	-0.07	-0.77
Vigun09g277200	-0.07	0.38
Vigun06g207000	-0.07	-0.03
Vigun09g216500	-0.07	-0.06
Vigun05g028400	-0.07	0.49
Vigun02g154500	-0.07	0.86
Vigun11g166300	-0.07	0.81
Vigun09g208700	-0.07	-0.07
Vigun01g210000	-0.07	0.27
Vigun03g122800	-0.07	0.18
Vigun05g232900	-0.07	0.30
Vigun04g036200	-0.07	0.28
Vigun11g142800	-0.07	0.50
Vigun02g159100	-0.07	0.20
Vigun07g152000	-0.07	0.32
Vigun02g164100	-0.07	-0.37
Vigun03g057600	-0.07	0.01
Vigun10g128900	-0.07	0.14
Vigun06g069300	-0.07	0.99
Vigun09g226300	-0.08	0.07
Vigun07g067200	-0.08	-0.55
Vigun01g155400	-0.08	0.07
Vigun07g195700	-0.08	-0.33
Vigun01g205400	-0.08	0.49
Vigun01g087500	-0.08	-0.06
Vigun05g178300	-0.08	0.22
Vigun10g096500	-0.08	-0.52
Vigun10g043000	-0.08	-0.16
Vigun05g051100	-0.08	0.55
Vigun09g128500	-0.08	0.49
Vigun06g064300	-0.08	-0.15
Vigun03g236800	-0.08	-0.90
Vigun05g242300	-0.08	-0.45
Vigun07g170500	-0.08	0.13
Vigun01g090800	-0.08	-0.48
Vigun03g220900	-0.08	0.09
Vigun02g083600	-0.08	-0.09
Vigun11g031300	-0.08	-0.92
Vigun03g157800	-0.08	-0.35
Vigun09g149200	-0.08	0.33
Vigun03g055000	-0.08	-0.15
Vigun03g033700	-0.08	0.19
Vigun09g226700	-0.08	-0.12
Vigun05g285900	-0.08	0.37
Vigun03g219500	-0.08	-0.09
Vigun03g125900	-0.08	-0.12
Vigun03g442100	-0.08	-0.36
Vigun09g067500	-0.08	0.20
Vigun06g137900	-0.08	-0.34
Vigun06g091700	-0.08	0.36
Vigun05g295300	-0.08	0.42
Vigun02g093500	-0.08	-0.51
Vigun05g213400	-0.08	-0.05
Vigun08g089000	-0.08	0.03
Vigun03g070800	-0.08	0.34
Vigun03g011000	-0.08	0.02
Vigun05g128700	-0.08	0.20
Vigun01g201200	-0.08	-0.58
Vigun04g057300	-0.08	-0.15
Vigun08g151000	-0.08	0.08
Vigun06g166900	-0.08	-0.09
Vigun07g194100	-0.08	-0.06
Vigun06g173800	-0.08	-1.98
Vigun07g117900	-0.08	-0.46
Vigun03g360000	-0.08	-0.05
Vigun07g151600	-0.08	0.04
Vigun05g026100	-0.08	-0.50
Vigun10g037000	-0.08	0.15
Vigun01g157400	-0.08	0.21
Vigun06g155300	-0.08	0.30
Vigun11g121000	-0.08	0.13
Vigun09g261600	-0.08	-0.25
Vigun06g111000	-0.08	0.31
Vigun08g223100	-0.08	0.00
Vigun05g083300	-0.08	0.88
Vigun03g316800	-0.08	0.04
Vigun06g004400	-0.08	-0.30
Vigun03g403000	-0.08	-2.29
Vigun05g231100	-0.08	0.13
Vigun03g212900	-0.08	0.29
Vigun07g088600	-0.08	-0.02
Vigun03g287600	-0.08	0.02
Vigun10g180800	-0.08	0.18
Vigun09g092100	-0.08	0.03
Vigun08g045100	-0.08	-0.36
Vigun03g215800	-0.08	0.27
Vigun07g175800	-0.08	-0.49
Vigun09g182200	-0.08	0.00
Vigun11g019000	-0.08	-0.18
Vigun05g198800	-0.08	-0.77
Vigun03g018700	-0.08	0.62
Vigun08g096500	-0.08	-0.08
Vigun05g144500	-0.08	-0.21
Vigun03g114100	-0.08	-0.01
Vigun01g207300	-0.08	0.27
Vigun07g126000	-0.08	-0.12
Vigun03g224800	-0.08	-0.49
Vigun03g437400	-0.08	0.24
Vigun09g233500	-0.08	0.19
Vigun09g259400	-0.08	-0.02
Vigun05g213600	-0.08	-0.23
Vigun07g208600	-0.08	0.19
Vigun05g177200	-0.08	0.05
Vigun09g219700	-0.08	0.67
Vigun02g160300	-0.08	0.60
Vigun03g054400	-0.08	0.98
Vigun03g359200	-0.08	0.00
Vigun07g209200	-0.08	-0.18
Vigun03g245600	-0.08	-1.56
Vigun03g258900	-0.08	-1.08
Vigun06g129600	-0.08	0.16
Vigun05g016000	-0.08	0.31
Vigun04g184400	-0.08	-0.08
Vigun04g180900	-0.08	0.06
Vigun07g211300	-0.08	-0.32
Vigun05g175700	-0.08	0.22
Vigun03g303300	-0.08	-0.12
Vigun06g122800	-0.08	0.65
Vigun03g073800	-0.08	-0.36
Vigun05g292000	-0.08	0.33
Vigun04g072500	-0.08	-0.08
Vigun05g275100	-0.08	-0.19
Vigun03g151100	-0.08	0.27
Vigun11g202400	-0.08	0.42
Vigun01g177700	-0.08	0.06
Vigun01g107900	-0.08	-0.18
Vigun03g144100	-0.08	0.26
Vigun06g010900	-0.08	-0.09
Vigun01g097300	-0.08	0.14
Vigun08g119000	-0.08	-0.45
Vigun07g158500	-0.08	0.34
Vigun05g129400	-0.08	0.53
Vigun02g030700	-0.08	-0.41
Vigun07g057000	-0.08	1.54
Vigun01g143200	-0.08	0.08
Vigun09g276700	-0.09	0.20
Vigun01g048200	-0.09	0.07
Vigun01g099300	-0.09	0.05
Vigun05g026300	-0.09	-0.14
Vigun09g079600	-0.09	-0.40
Vigun08g106900	-0.09	0.02
Vigun02g113200	-0.09	0.82
Vigun05g184200	-0.09	0.23
Vigun10g025900	-0.09	-0.37
Vigun11g153600	-0.09	-0.30
Vigun09g252000	-0.09	-0.06
Vigun06g066200	-0.09	0.13
Vigun02g070200	-0.09	-0.72
Vigun01g031900	-0.09	-0.41
Vigun05g082200	-0.09	0.53
Vigun07g208400	-0.09	0.37
Vigun05g227600	-0.09	-0.11
Vigun08g096700	-0.09	0.18
Vigun02g151800	-0.09	0.28
Vigun05g206900	-0.09	-0.01
Vigun07g168200	-0.09	0.07
Vigun09g220100	-0.09	-0.22
Vigun08g137800	-0.09	-0.23
Vigun06g088600	-0.09	-0.17
Vigun07g292200	-0.09	0.07
Vigun02g035500	-0.09	-0.37
Vigun09g169800	-0.09	-0.60
Vigun11g072500	-0.09	-0.09
Vigun07g293500	-0.09	0.05
Vigun09g180500	-0.09	-0.07
Vigun03g404700	-0.09	-0.20
Vigun07g054800	-0.09	0.21
Vigun08g116000	-0.09	-0.04
Vigun11g188400	-0.09	-0.20
Vigun04g178600	-0.09	-0.19
Vigun03g408200	-0.09	-0.56
Vigun02g048400	-0.09	0.68
Vigun05g052500	-0.09	0.32
Vigun04g164900	-0.09	-3.57
Vigun08g165300	-0.09	0.13
Vigun06g198000	-0.09	0.04
Vigun08g020100	-0.09	0.12
Vigun05g050200	-0.09	-0.45
Vigun05g004700	-0.09	-0.28
Vigun09g039600	-0.09	-0.71
Vigun11g039800	-0.09	0.15
Vigun03g084500	-0.09	0.03
Vigun09g155700	-0.09	-0.64
Vigun03g376200	-0.09	0.27
Vigun01g005900	-0.09	0.88
Vigun03g251100	-0.09	0.17
Vigun03g389900	-0.09	0.39
Vigun03g267200	-0.09	0.38
Vigun05g281800	-0.09	-0.86
Vigun08g140600	-0.09	0.37
Vigun04g085800	-0.09	-0.11
Vigun08g017100	-0.09	0.63
Vigun05g119100	-0.09	0.23
Vigun09g229700	-0.09	-0.59
Vigun06g214100	-0.09	0.00
Vigun07g130400	-0.09	0.58
Vigun01g248000	-0.09	0.19
Vigun01g070200	-0.09	0.14
Vigun03g030500	-0.09	-0.04
Vigun05g131400	-0.09	0.08
Vigun05g179700	-0.09	-1.10
Vigun08g055200	-0.09	-0.16
Vigun04g017200	-0.09	2.11
Vigun10g156100	-0.09	-0.01
Vigun09g215700	-0.09	-0.66
Vigun07g023700	-0.09	-0.11
Vigun09g244000	-0.09	0.27
Vigun10g031200	-0.09	-0.32
Vigun11g148900	-0.09	0.90
Vigun07g262300	-0.09	-0.15
Vigun07g146500	-0.09	0.11
Vigun05g130300	-0.09	-0.02
Vigun03g361300	-0.09	0.10
Vigun02g043000	-0.09	-0.10
Vigun05g253900	-0.09	-0.07
Vigun06g202200	-0.09	0.21
Vigun03g111400	-0.09	-0.09
Vigun08g027200	-0.09	0.26
Vigun03g428500	-0.09	0.88
Vigun01g229200	-0.09	1.19
Vigun03g115900	-0.09	-0.61
Vigun11g159800	-0.09	-0.18
Vigun07g198200	-0.09	0.75
Vigun11g204800	-0.09	-0.26
Vigun07g082300	-0.09	0.28
Vigun05g144300	-0.09	0.69
Vigun03g408300	-0.09	-0.34
Vigun09g120900	-0.09	-0.37
Vigun02g025600	-0.09	0.27
Vigun09g110900	-0.09	0.39
Vigun07g171800	-0.09	0.09
Vigun09g251000	-0.09	-0.61
Vigun06g131900	-0.09	0.10
Vigun03g077500	-0.09	0.34
Vigun03g005700	-0.09	-0.08
Vigun11g192600	-0.09	0.09
Vigun04g001400	-0.09	-0.39
Vigun04g003900	-0.09	-0.03
Vigun03g110800	-0.09	-0.23
Vigun09g210100	-0.09	-0.11
Vigun11g165600	-0.09	0.26
Vigun04g132200	-0.09	0.14
Vigun04g149400	-0.09	0.00
Vigun03g270400	-0.09	-1.59
Vigun06g025500	-0.09	-0.25
Vigun02g021500	-0.09	0.03
Vigun02g197000	-0.09	-0.35
Vigun01g184300	-0.09	0.42
Vigun07g065700	-0.10	-0.19
Vigun09g172800	-0.10	0.05
Vigun11g022600	-0.10	0.14
Vigun07g288000	-0.10	-0.04
Vigun03g356800	-0.10	0.19
Vigun04g097300	-0.10	0.33
Vigun01g110400	-0.10	0.15
Vigun03g409400	-0.10	-0.02
Vigun09g100900	-0.10	0.07
Vigun03g182300	-0.10	0.39
Vigun05g168000	-0.10	-0.17
Vigun01g150000	-0.10	0.08
Vigun03g114700	-0.10	-0.15
Vigun07g227200	-0.10	0.73
Vigun01g110600	-0.10	-0.20
Vigun01g077200	-0.10	-0.46
Vigun11g156400	-0.10	-0.41
Vigun11g171600	-0.10	-0.05
Vigun06g125700	-0.10	0.22
Vigun03g045300	-0.10	-0.22
Vigun02g062400	-0.10	0.05
Vigun05g296600	-0.10	-0.68
Vigun10g106600	-0.10	0.45
Vigun04g081600	-0.10	0.15
Vigun05g189200	-0.10	-0.33
Vigun11g191600	-0.10	0.44
Vigun10g150500	-0.10	0.36
Vigun01g054300	-0.10	-0.31
Vigun04g020500	-0.10	0.12
Vigun05g193400	-0.10	0.53
Vigun02g129600	-0.10	0.29
Vigun03g178100	-0.10	-0.13
Vigun10g101100	-0.10	-0.14
Vigun03g087800	-0.10	-0.03
Vigun10g094100	-0.10	-1.54
Vigun09g223400	-0.10	-0.32
Vigun01g080300	-0.10	-0.09
Vigun04g160200	-0.10	-0.16
Vigun02g203700	-0.10	0.11
Vigun09g071800	-0.10	-0.33
Vigun07g194600	-0.10	0.05
Vigun08g037200	-0.10	-0.01
Vigun03g089000	-0.10	0.71
Vigun08g127200	-0.10	0.05
Vigun04g028600	-0.10	0.08
Vigun07g142500	-0.10	0.34
Vigun01g142800	-0.10	0.34
Vigun03g281200	-0.10	0.35
Vigun08g222900	-0.10	0.21
Vigun03g371300	-0.10	0.00
Vigun02g189500	-0.10	0.23
Vigun03g200400	-0.10	0.38
Vigun05g002600	-0.10	0.43
Vigun07g216300	-0.10	0.34
Vigun05g287500	-0.10	0.19
Vigun07g229700	-0.10	-0.10
Vigun03g237100	-0.10	-0.06
Vigun06g179700	-0.10	-0.02
Vigun05g185200	-0.10	0.63
Vigun05g028000	-0.10	-0.21
Vigun03g182100	-0.10	-0.17
Vigun03g232700	-0.10	-0.01
VigunL075200	-0.10	-0.85
Vigun02g022500	-0.10	-1.28
Vigun07g083500	-0.10	-0.01
Vigun04g144500	-0.10	0.11
Vigun07g163300	-0.10	-0.06
Vigun08g049900	-0.10	-0.13
Vigun01g074700	-0.10	-0.01
Vigun09g243600	-0.10	0.23
Vigun07g187000	-0.10	-0.02
Vigun05g271400	-0.10	0.79
Vigun05g131900	-0.10	0.02
Vigun01g249900	-0.10	0.14
Vigun01g219900	-0.10	0.29
Vigun03g123900	-0.10	0.17
Vigun09g211500	-0.10	0.07
Vigun07g062300	-0.10	-0.13
Vigun07g088300	-0.10	-0.07
Vigun02g121300	-0.10	-0.42
Vigun06g119000	-0.10	-0.24
Vigun08g117400	-0.10	0.38
Vigun07g029900	-0.10	0.25
Vigun03g158900	-0.10	0.66
Vigun05g191800	-0.10	-0.57
Vigun05g257000	-0.10	-0.16
Vigun07g053900	-0.10	0.24
Vigun08g205400	-0.10	0.52
Vigun09g110500	-0.10	0.01
Vigun05g054200	-0.10	-0.22
Vigun06g207900	-0.10	-0.05
Vigun07g228100	-0.10	-0.01
Vigun03g323200	-0.10	0.13
Vigun03g308200	-0.10	0.05
Vigun05g006600	-0.10	-0.05
Vigun01g126100	-0.10	0.05
Vigun03g280400	-0.10	0.27
Vigun09g123600	-0.10	-0.46
Vigun08g148900	-0.10	1.29
Vigun01g149900	-0.10	-0.03
Vigun03g344400	-0.10	-0.02
Vigun11g214800	-0.10	0.09
Vigun11g181200	-0.10	-0.35
Vigun10g144800	-0.10	1.13
Vigun05g215600	-0.10	0.09
Vigun09g205000	-0.10	0.13
Vigun03g029500	-0.10	-0.11
Vigun02g098500	-0.10	0.02
Vigun02g167100	-0.10	-0.27
Vigun05g144600	-0.10	-0.08
Vigun09g182900	-0.10	0.09
Vigun08g010200	-0.11	0.46
Vigun03g323900	-0.11	0.04
Vigun03g405500	-0.11	-0.24
Vigun11g149700	-0.11	0.04
Vigun02g078200	-0.11	-0.13
Vigun07g003700	-0.11	-0.24
Vigun02g119600	-0.11	0.26
Vigun05g297100	-0.11	-0.03
Vigun05g002500	-0.11	0.05
Vigun01g021400	-0.11	-0.09
Vigun01g242600	-0.11	-0.47
Vigun01g096000	-0.11	0.47
Vigun02g189800	-0.11	0.15
Vigun05g271800	-0.11	1.74
Vigun05g098800	-0.11	0.21
Vigun06g121500	-0.11	-0.11
Vigun03g370000	-0.11	0.05
Vigun05g303900	-0.11	-0.52
Vigun03g448500	-0.11	-0.35
Vigun05g226400	-0.11	0.22
Vigun06g144800	-0.11	0.60
Vigun01g100200	-0.11	0.18
Vigun06g105000	-0.11	0.11
Vigun04g155100	-0.11	-0.74
Vigun02g105200	-0.11	-0.11
Vigun02g132400	-0.11	0.01
Vigun01g114200	-0.11	0.11
Vigun03g031100	-0.11	-0.05
Vigun04g204100	-0.11	0.53
Vigun01g204900	-0.11	-0.13
Vigun07g035900	-0.11	-0.78
Vigun11g117000	-0.11	-0.02
Vigun11g005300	-0.11	-0.21
Vigun07g041200	-0.11	0.32
Vigun01g113900	-0.11	0.52
Vigun10g029300	-0.11	0.07
Vigun01g238700	-0.11	0.55
Vigun03g112500	-0.11	-0.07
Vigun09g001400	-0.11	0.06
Vigun06g231500	-0.11	0.08
Vigun07g171900	-0.11	-1.92
Vigun05g011800	-0.11	0.54
Vigun05g287300	-0.11	-0.30
Vigun08g201600	-0.11	0.26
Vigun02g120000	-0.11	-0.23
Vigun05g074700	-0.11	-0.01
Vigun08g209800	-0.11	-0.04
Vigun09g175400	-0.11	-0.28
Vigun04g136200	-0.11	-0.02
Vigun05g082400	-0.11	-0.29
Vigun03g284600	-0.11	-0.06
Vigun10g179300	-0.11	0.24
Vigun07g291000	-0.11	-0.74
Vigun11g097300	-0.11	0.42
Vigun04g053400	-0.11	0.39
Vigun09g182800	-0.11	-0.35
Vigun09g199000	-0.11	0.01
Vigun06g142900	-0.11	0.03
Vigun05g297600	-0.11	-0.29
Vigun11g077900	-0.11	0.08
Vigun07g029600	-0.11	0.10
Vigun09g213000	-0.11	-0.09
Vigun05g136100	-0.11	-0.22
Vigun06g017700	-0.11	0.36
Vigun03g283900	-0.11	-0.22
Vigun09g015100	-0.11	-0.25
Vigun06g066500	-0.11	-0.24
Vigun06g101500	-0.11	0.04
Vigun11g011300	-0.11	-0.39
Vigun03g182700	-0.11	-0.72
Vigun10g074100	-0.11	-0.39
Vigun06g177300	-0.11	0.13
Vigun02g191100	-0.11	-0.44
Vigun03g110200	-0.11	-0.06
Vigun11g154100	-0.11	0.34
Vigun04g194600	-0.11	0.11
Vigun08g128000	-0.11	-0.21
Vigun05g006400	-0.11	-0.08
Vigun03g410000	-0.11	-0.50
Vigun06g217600	-0.11	2.57
Vigun05g141700	-0.11	-0.13
Vigun02g113500	-0.11	0.13
Vigun02g188500	-0.11	0.15
Vigun07g268300	-0.11	0.43
Vigun06g103600	-0.11	0.11
Vigun02g006500	-0.11	-0.17
Vigun01g185300	-0.11	0.11
Vigun07g076100	-0.11	-0.11
Vigun03g211900	-0.11	-0.04
Vigun11g219900	-0.11	-0.21
Vigun02g010200	-0.11	-0.32
Vigun02g155300	-0.11	0.11
Vigun07g203200	-0.11	-0.45
Vigun09g148200	-0.11	0.00
Vigun10g165900	-0.11	-0.35
Vigun11g089600	-0.11	0.68
Vigun02g161200	-0.11	0.24
Vigun07g126500	-0.11	0.25
