taxa	nodule	root	21d_leaf
MtrunA17_Chr3g0140031	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140041	6.06	9.21	11.07
MtrunA17_Chr3g0140042	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140051	0.49	12.07	7.20
MtrunA17_Chr3g0140061	-0.74	10.76	-6.64
MtrunA17_Chr3g0140071	7.44	9.66	11.78
MtrunA17_Chr3g0140081	-0.74	8.09	4.11
MtrunA17_Chr3g0140091	-6.64	3.07	6.95
MtrunA17_Chr3g0140101	-6.64	2.94	-0.51
MtrunA17_Chr3g0140111	-1.74	8.09	6.50
MtrunA17_Chr3g0140121	4.77	10.67	-0.51
MtrunA17_Chr3g0140131	4.10	10.19	9.64
MtrunA17_Chr3g0140141	-1.74	6.65	5.06
MtrunA17_Chr3g0140151	4.81	8.97	10.11
MtrunA17_Chr3g0140161	0.00	6.38	6.26
MtrunA17_Chr3g0140162	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140171	3.97	12.83	-6.64
MtrunA17_Chr3g0140181	6.98	7.95	8.51
MtrunA17_Chr3g0140182	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140191	5.77	10.01	11.23
MtrunA17_Chr3g0140201	3.74	9.04	9.45
MtrunA17_Chr3g0140211	4.48	5.90	6.71
MtrunA17_Chr3g0140221	7.55	9.96	8.43
MtrunA17_Chr3g0140231	-0.15	6.57	5.20
MtrunA17_Chr3g0140241	-6.64	0.00	0.77
MtrunA17_Chr3g0140251	6.78	7.35	8.10
MtrunA17_Chr3g0140261	-3.32	1.58	2.41
MtrunA17_Chr3g0140271	-6.64	1.00	0.77
MtrunA17_Chr3g0140281	6.77	7.85	7.82
MtrunA17_Chr3g0140291	-3.32	1.00	-1.74
MtrunA17_Chr3g0140301	-6.64	2.85	0.77
MtrunA17_Chr3g0140311	0.00	2.35	0.38
MtrunA17_Chr3g0140321	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140331	1.81	7.38	1.20
MtrunA17_Chr3g0140341	0.93	2.43	1.20
MtrunA17_Chr3g0140351	5.90	10.65	8.42
MtrunA17_Chr3g0140361	5.48	11.14	8.57
MtrunA17_Chr3g0140371	0.26	-6.64	-6.64
MtrunA17_Chr3g0140381	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140391	7.21	9.73	10.59
MtrunA17_Chr3g0140401	3.50	9.56	7.09
MtrunA17_Chr3g0140411	0.14	7.34	3.42
MtrunA17_Chr3g0140421	-0.51	5.76	-1.74
MtrunA17_Chr3g0140431	6.51	9.06	8.45
MtrunA17_Chr3g0140441	5.71	8.23	9.26
MtrunA17_Chr3g0140451	5.71	8.39	9.25
MtrunA17_Chr3g0140461	0.38	2.20	7.25
MtrunA17_Chr3g0140471	-3.32	-1.00	3.36
MtrunA17_Chr3g0140481	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140491	2.00	6.56	9.55
MtrunA17_Chr3g0140501	0.14	6.35	10.74
MtrunA17_Chr3g0140511	6.64	9.26	10.22
MtrunA17_Chr3g0140521	6.07	7.30	9.44
MtrunA17_Chr3g0140531	1.32	8.43	9.11
MtrunA17_Chr3g0140541	8.41	1.43	0.00
MtrunA17_Chr3g0140551	3.02	7.66	10.22
MtrunA17_Chr3g0140561	7.47	11.10	11.15
MtrunA17_Chr3g0140571	6.88	8.76	9.28
MtrunA17_Chr3g0140581	-3.32	-6.64	-6.64
MtrunA17_Chr3g0140591	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140601	1.96	8.46	-0.51
MtrunA17_Chr3g0140611	9.43	10.49	10.24
MtrunA17_Chr3g0140621	2.66	1.58	0.68
MtrunA17_Chr3g0140631	7.14	9.68	6.16
MtrunA17_Chr3g0140641	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140651	6.41	8.84	9.46
MtrunA17_Chr3g0140661	8.04	11.08	11.98
MtrunA17_Chr3g0140671	-3.32	-6.64	-6.64
MtrunA17_Chr3g0140681	3.93	8.50	9.45
MtrunA17_Chr3g0140691	4.55	-6.64	3.32
MtrunA17_Chr3g0140701	1.68	5.93	5.26
MtrunA17_Chr3g0140711	7.41	8.59	5.66
MtrunA17_Chr3g0140712	-6.64	-6.64	-6.64
MtrunA17_Chr3g0140721	8.85	9.92	8.67
MtrunA17_Chr3g0140731	7.25	8.27	10.05
MtrunA17_Chr3g0140741	7.21	9.91	10.01
MtrunA17_Chr3g0140751	-3.32	4.33	-6.64
MtrunA17_Chr3g0140761	1.63	9.97	8.20
MtrunA17_Chr3g0140771	-6.64	-0.51	-1.74
MtrunA17_Chr3g0140781	-6.64	-0.51	-0.51
MtrunA17_Chr3g0140791	-1.74	0.00	-0.51
MtrunA17_Chr3g0140801	-1.32	-1.74	-6.64
MtrunA17_Chr3g0140811	4.50	9.03	11.71
MtrunA17_Chr3g0140821	12.92	13.99	12.65
MtrunA17_Chr3g0140831	1.07	0.77	1.58
MtrunA17_Chr3g0140841	2.51	1.20	-6.64
MtrunA17_Chr3g0140851	4.77	5.71	-6.64
MtrunA17_Chr3g0140861	1.32	11.37	12.07
MtrunA17_Chr3g0140871	5.88	11.69	13.72
MtrunA17_Chr3g0140881	-3.32	1.93	2.66
MtrunA17_Chr3g0140891	0.38	0.14	3.43
MtrunA17_Chr3g0140901	4.19	5.50	2.89
MtrunA17_Chr3g0140911	5.25	6.81	7.16
MtrunA17_Chr3g0140921	5.08	-6.64	-6.64
MtrunA17_Chr3g0140931	4.39	3.32	2.00
MtrunA17_Chr3g0140941	4.59	-6.64	-6.64
MtrunA17_Chr3g0140951	6.60	9.66	10.06
MtrunA17_Chr3g0140961	6.22	9.73	11.25
MtrunA17_Chr3g0140971	8.57	9.93	10.16
MtrunA17_Chr3g0140981	-6.64	7.82	8.41
MtrunA17_Chr3g0140991	-3.32	9.57	10.04
MtrunA17_Chr3g0141001	7.44	9.70	10.15
MtrunA17_Chr3g0141011	1.68	9.27	8.62
MtrunA17_Chr3g0141021	-6.64	-1.74	4.44
MtrunA17_Chr3g0141031	-6.64	-6.64	1.58
MtrunA17_Chr3g0141041	7.14	7.25	7.26
MtrunA17_Chr3g0141051	8.86	9.77	12.07
MtrunA17_Chr3g0141061	5.56	8.99	10.47
MtrunA17_Chr3g0141071	-0.32	1.26	3.67
MtrunA17_Chr3g0141081	-1.00	7.80	1.00
MtrunA17_Chr3g0141091	5.79	6.96	2.66
MtrunA17_Chr3g0141101	5.94	9.73	9.60
MtrunA17_Chr3g0141111	4.46	5.98	5.69
MtrunA17_Chr3g0141121	5.64	8.97	9.73
MtrunA17_Chr3g0141131	4.31	5.72	-6.64
MtrunA17_Chr3g0141141	-3.32	4.63	8.84
MtrunA17_Chr3g0141151	-6.64	-6.64	-6.64
MtrunA17_Chr3g0141161	4.15	4.74	5.09
MtrunA17_Chr3g0141171	4.43	7.49	7.99
MtrunA17_Chr3g0141181	7.27	7.76	4.40
MtrunA17_Chr3g0141191	4.10	9.35	9.22
MtrunA17_Chr3g0141201	-0.32	2.00	-6.64
MtrunA17_Chr3g0141211	5.03	7.51	8.49
MtrunA17_Chr3g0141221	-1.00	5.31	3.58
MtrunA17_Chr3g0141231	-6.64	-6.64	-6.64
MtrunA17_Chr3g0141241	3.19	-6.64	-6.64
MtrunA17_Chr3g0141251	3.17	4.38	6.89
MtrunA17_Chr3g0141261	5.74	8.92	11.60
MtrunA17_Chr3g0141271	0.93	1.43	3.97
MtrunA17_Chr3g0141281	5.92	6.32	8.06
MtrunA17_Chr3g0141291	5.47	8.23	8.63
MtrunA17_Chr3g0141301	3.15	6.87	8.00
MtrunA17_Chr3g0141311	5.47	6.23	5.79
MtrunA17_Chr3g0141321	6.63	9.14	6.86
MtrunA17_Chr3g0141331	-0.15	6.11	4.52
MtrunA17_Chr3g0141341	-6.64	-0.51	-6.64
MtrunA17_Chr3g0141351	7.15	10.88	11.07
MtrunA17_Chr3g0141352	-6.64	-6.64	-6.64
MtrunA17_Chr3g0141361	1.68	8.46	3.05
MtrunA17_Chr3g0141371	3.38	4.79	3.12
MtrunA17_Chr3g0141381	3.10	4.07	3.00
MtrunA17_Chr3g0141391	6.39	7.95	4.77
MtrunA17_Chr3g0141401	6.29	9.15	9.22
MtrunA17_Chr3g0141411	6.35	7.82	3.17
MtrunA17_Chr3g0141421	1.43	5.43	9.59
MtrunA17_Chr3g0141431	0.77	5.18	6.13
MtrunA17_Chr3g0141441	6.26	9.19	10.13
MtrunA17_Chr3g0141451	4.57	8.08	9.82
MtrunA17_Chr3g0141461	5.59	7.65	7.13
MtrunA17_Chr3g0141471	2.10	8.48	1.20
MtrunA17_Chr3g0141481	-3.32	1.20	0.00
MtrunA17_Chr3g0141491	-1.32	7.30	5.77
MtrunA17_Chr3g0141501	3.56	2.96	2.66
MtrunA17_Chr3g0141511	-6.64	-6.64	-6.64
MtrunA17_Chr3g0141521	-6.64	-6.64	-6.64
MtrunA17_Chr3g0141531	-6.64	-6.64	-6.64
MtrunA17_Chr3g0141541	3.23	6.80	5.95
MtrunA17_Chr3g0141551	6.56	11.45	11.29
MtrunA17_Chr3g0141561	0.14	4.64	9.76
MtrunA17_Chr3g0141571	4.42	6.27	8.35
MtrunA17_Chr3g0141581	5.12	10.73	11.01
MtrunA17_Chr3g0141591	6.32	-6.64	6.44
MtrunA17_Chr3g0141601	2.10	0.38	7.74
MtrunA17_Chr3g0141611	7.58	9.73	10.49
MtrunA17_Chr3g0141621	-3.32	12.44	-6.64
MtrunA17_Chr3g0141631	-1.00	0.00	3.36
MtrunA17_Chr3g0141641	-3.32	6.11	7.75
MtrunA17_Chr3g0141651	4.80	7.00	2.07
MtrunA17_Chr3g0141661	-2.32	5.80	-0.32
MtrunA17_Chr3g0141671	7.22	7.50	8.18
MtrunA17_Chr3g0141681	5.51	12.07	11.67
MtrunA17_Chr3g0141691	-3.32	4.11	6.58
MtrunA17_Chr3g0141701	-1.74	7.19	-0.51
MtrunA17_Chr3g0141711	-6.64	-6.64	-6.64
MtrunA17_Chr3g0141721	8.05	11.08	10.91
MtrunA17_Chr3g0141731	9.13	10.98	11.04
MtrunA17_Chr3g0141741	9.27	10.01	11.33
MtrunA17_Chr3g0141751	5.46	4.81	3.39
MtrunA17_Chr3g0141761	8.51	9.90	10.33
MtrunA17_Chr3g0141771	-3.32	-6.64	-6.64
MtrunA17_Chr3g0141781	9.09	9.40	10.01
MtrunA17_Chr3g0141791	-3.32	5.71	6.40
MtrunA17_Chr3g0141801	-1.74	5.25	0.00
MtrunA17_Chr3g0141811	4.61	6.71	6.22
MtrunA17_Chr3g0141821	-0.51	8.01	11.89
MtrunA17_Chr3g0141831	6.04	9.79	15.10
MtrunA17_Chr3g0141841	0.85	5.55	3.58
MtrunA17_Chr3g0141851	0.77	8.02	7.55
MtrunA17_Chr3g0141861	6.17	10.02	9.55
MtrunA17_Chr3g0141871	6.99	10.92	11.29
MtrunA17_Chr3g0141881	2.83	6.87	4.82
MtrunA17_Chr3g0141891	6.37	8.92	10.77
MtrunA17_Chr3g0141901	9.38	12.26	12.45
MtrunA17_Chr3g0141911	-1.74	0.77	2.10
MtrunA17_Chr3g0141921	6.19	10.10	10.15
MtrunA17_Chr3g0141931	4.11	3.12	-1.74
MtrunA17_Chr3g0141941	7.53	9.01	8.87
MtrunA17_Chr3g0141951	4.51	6.75	8.23
MtrunA17_Chr3g0141961	5.04	7.36	5.96
MtrunA17_Chr3g0141971	5.72	9.69	9.26
MtrunA17_Chr3g0141981	5.24	4.60	-6.64
MtrunA17_Chr3g0141991	1.77	-6.64	-6.64
MtrunA17_Chr3g0142001	5.62	8.20	3.00
MtrunA17_Chr3g0142011	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142021	-6.64	0.38	-6.64
MtrunA17_Chr3g0142031	-0.51	3.46	-6.64
MtrunA17_Chr3g0142041	0.26	2.41	-6.64
MtrunA17_Chr3g0142051	12.25	13.42	13.33
MtrunA17_Chr3g0142061	3.85	7.34	13.05
MtrunA17_Chr3g0142071	4.22	8.49	8.73
MtrunA17_Chr3g0142081	-2.32	-6.64	-6.64
MtrunA17_Chr3g0142082	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142091	-1.00	-6.64	-6.64
MtrunA17_Chr3g0142101	5.99	9.86	1.89
MtrunA17_Chr3g0142111	-1.74	0.77	-6.64
MtrunA17_Chr3g0142121	-3.32	-1.32	-6.64
MtrunA17_Chr3g0142131	3.04	12.64	11.80
MtrunA17_Chr3g0142141	6.18	9.72	10.37
MtrunA17_Chr3g0142151	-6.64	0.00	-6.64
MtrunA17_Chr3g0142161	-1.74	-6.64	-6.64
MtrunA17_Chr3g0142171	-2.32	-6.64	-6.64
MtrunA17_Chr3g0142181	4.83	10.50	4.41
MtrunA17_Chr3g0142191	-1.74	3.46	10.17
MtrunA17_Chr3g0142201	3.94	5.83	5.91
MtrunA17_Chr3g0142211	6.16	7.92	8.72
MtrunA17_Chr3g0142221	-0.15	2.58	-6.64
MtrunA17_Chr3g0142231	3.69	4.64	-1.74
MtrunA17_Chr3g0142241	4.27	7.42	6.09
MtrunA17_Chr3g0142242	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142251	-2.32	-6.64	-6.64
MtrunA17_Chr3g0142261	5.67	5.45	5.91
MtrunA17_Chr3g0142262	-6.64	-1.74	-6.64
MtrunA17_Chr3g0142271	3.78	6.13	-1.74
MtrunA17_Chr3g0142272	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142281	6.53	11.14	11.45
MtrunA17_Chr3g0142291	4.29	6.45	5.64
MtrunA17_Chr3g0142301	5.32	8.46	9.54
MtrunA17_Chr3g0142311	1.63	4.63	5.10
MtrunA17_Chr3g0142321	1.63	4.71	5.30
MtrunA17_Chr3g0142331	6.38	8.69	9.51
MtrunA17_Chr3g0142341	-6.64	-0.51	-6.64
MtrunA17_Chr3g0142351	-0.15	8.42	5.01
MtrunA17_Chr3g0142361	4.50	8.96	9.26
MtrunA17_Chr3g0142371	3.62	7.45	9.06
MtrunA17_Chr3g0142381	7.68	10.39	10.67
MtrunA17_Chr3g0142391	9.42	7.96	8.80
MtrunA17_Chr3g0142401	6.81	5.60	5.30
MtrunA17_Chr3g0142411	6.48	10.47	9.08
MtrunA17_Chr3g0142421	3.28	2.41	5.49
MtrunA17_Chr3g0142431	3.81	7.25	6.53
MtrunA17_Chr3g0142441	2.61	6.85	6.45
MtrunA17_Chr3g0142451	-0.51	4.71	4.50
MtrunA17_Chr3g0142461	0.14	4.81	5.07
MtrunA17_Chr3g0142471	1.54	4.68	4.32
MtrunA17_Chr3g0142481	-0.51	3.78	4.09
MtrunA17_Chr3g0142491	2.83	6.64	7.44
MtrunA17_Chr3g0142501	6.05	11.03	7.73
MtrunA17_Chr3g0142511	-3.32	-1.74	-6.64
MtrunA17_Chr3g0142521	6.22	8.38	8.99
MtrunA17_Chr3g0142531	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142541	-1.74	1.20	-6.64
MtrunA17_Chr3g0142551	6.43	8.34	10.76
MtrunA17_Chr3g0142561	-1.00	-6.64	-6.64
MtrunA17_Chr3g0142571	5.95	8.87	8.67
MtrunA17_Chr3g0142581	3.67	6.12	4.70
MtrunA17_Chr3g0142591	-1.74	7.47	4.39
MtrunA17_Chr3g0142601	-3.32	-6.64	-6.64
MtrunA17_Chr3g0142611	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142621	3.47	7.37	9.19
MtrunA17_Chr3g0142631	-6.64	1.20	-6.64
MtrunA17_Chr3g0142641	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142651	4.26	5.12	4.29
MtrunA17_Chr3g0142661	6.77	8.79	8.66
MtrunA17_Chr3g0142671	-1.32	-1.74	10.55
MtrunA17_Chr3g0142681	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142691	4.69	7.13	6.39
MtrunA17_Chr3g0142701	-1.00	5.53	5.20
MtrunA17_Chr3g0142711	7.31	8.64	8.09
MtrunA17_Chr3g0142721	7.18	-6.64	-6.64
MtrunA17_Chr3g0142731	9.56	11.96	9.93
MtrunA17_Chr3g0142741	0.77	10.87	7.78
MtrunA17_Chr3g0142751	4.93	7.35	10.09
MtrunA17_Chr3g0142761	4.22	1.20	-6.64
MtrunA17_Chr3g0142771	11.69	1.00	0.00
MtrunA17_Chr3g0142781	2.91	8.45	6.55
MtrunA17_Chr3g0142791	1.26	2.61	5.35
MtrunA17_Chr3g0142801	-3.32	5.50	3.74
MtrunA17_Chr3g0142811	-6.64	-6.64	0.68
MtrunA17_Chr3g0142821	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142831	1.14	4.63	-0.51
MtrunA17_Chr3g0142841	4.87	6.91	4.64
MtrunA17_Chr3g0142851	3.31	10.23	11.57
MtrunA17_Chr3g0142861	2.54	2.77	2.10
MtrunA17_Chr3g0142871	6.58	9.79	10.48
MtrunA17_Chr3g0142881	-1.00	-6.64	-6.64
MtrunA17_Chr3g0142891	-6.64	-0.51	-6.64
MtrunA17_Chr3g0142901	5.09	8.34	10.45
MtrunA17_Chr3g0142911	8.78	11.53	12.44
MtrunA17_Chr3g0142921	0.14	3.46	-6.64
MtrunA17_Chr3g0142931	-0.74	9.92	4.39
MtrunA17_Chr3g0142941	-6.64	4.09	5.14
MtrunA17_Chr3g0142951	5.56	7.55	8.18
MtrunA17_Chr3g0142961	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142971	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142981	-6.64	-6.64	-6.64
MtrunA17_Chr3g0142991	-3.32	-1.74	-0.51
MtrunA17_Chr3g0143001	-6.64	-6.64	-1.74
MtrunA17_Chr3g0143011	-6.64	-1.74	-6.64
MtrunA17_Chr3g0143021	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143031	8.91	8.41	8.36
MtrunA17_Chr3g0143041	10.38	12.46	12.74
MtrunA17_Chr3g0143051	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143061	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143071	1.63	9.40	4.39
MtrunA17_Chr3g0143081	-6.64	-6.64	3.81
MtrunA17_Chr3g0143091	-6.64	-6.64	1.89
MtrunA17_Chr3g0143101	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143111	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143121	-6.64	-1.74	-6.64
MtrunA17_Chr3g0143131	-6.64	-6.64	0.38
MtrunA17_Chr3g0143141	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143151	-3.32	-6.64	-6.64
MtrunA17_Chr3g0143161	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143171	0.77	-6.64	-6.64
MtrunA17_Chr3g0143181	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143191	-6.64	-6.64	0.77
MtrunA17_Chr3g0143201	-6.64	-1.32	-6.64
MtrunA17_Chr3g0143211	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143221	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143231	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143241	-6.64	-1.74	-6.64
MtrunA17_Chr3g0143251	-6.64	-1.74	-6.64
MtrunA17_Chr3g0143261	5.39	7.49	7.43
MtrunA17_Chr3g0143271	4.75	2.81	4.37
MtrunA17_Chr3g0143281	6.31	8.41	8.76
MtrunA17_Chr3g0143291	8.59	11.60	11.81
MtrunA17_Chr3g0143301	5.35	3.81	5.21
MtrunA17_Chr3g0143311	6.45	9.42	9.11
MtrunA17_Chr3g0143321	5.02	6.05	7.39
MtrunA17_Chr3g0143331	-1.00	-6.64	-6.64
MtrunA17_Chr3g0143341	-3.32	2.51	1.72
MtrunA17_Chr3g0143351	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143361	-6.64	2.58	-6.64
MtrunA17_Chr3g0143371	-6.64	0.38	-1.74
MtrunA17_Chr3g0143381	5.20	9.08	10.23
MtrunA17_Chr3g0143391	3.69	7.11	6.61
MtrunA17_Chr3g0143401	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143411	6.69	7.97	8.50
MtrunA17_Chr3g0143421	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143431	3.66	6.07	6.36
MtrunA17_Chr3g0143432	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143441	9.73	11.89	10.07
MtrunA17_Chr3g0143451	-3.32	0.00	2.41
MtrunA17_Chr3g0143461	-3.32	3.28	5.32
MtrunA17_Chr3g0143471	4.34	5.94	6.33
MtrunA17_Chr3g0143481	4.29	6.64	6.30
MtrunA17_Chr3g0143491	-1.74	8.09	15.91
MtrunA17_Chr3g0143501	0.38	7.75	-6.64
MtrunA17_Chr3g0143511	-3.32	-6.64	-6.64
MtrunA17_Chr3g0143521	-3.32	0.00	-6.64
MtrunA17_Chr3g0143531	-6.64	7.58	-6.64
MtrunA17_Chr3g0143541	-6.64	4.63	-6.64
MtrunA17_Chr3g0143551	-6.64	5.39	-6.64
MtrunA17_Chr3g0143552	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143561	-3.32	6.83	8.31
MtrunA17_Chr3g0143571	-3.32	-1.00	5.49
MtrunA17_Chr3g0143581	-1.00	-0.51	5.50
MtrunA17_Chr3g0143591	3.00	-6.64	-6.64
MtrunA17_Chr3g0143601	5.13	9.19	10.03
MtrunA17_Chr3g0143611	5.69	8.30	7.67
MtrunA17_Chr3g0143621	5.07	7.97	8.68
MtrunA17_Chr3g0143631	-6.64	4.30	1.89
MtrunA17_Chr3g0143632	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143641	-1.00	4.60	3.62
MtrunA17_Chr3g0143651	7.26	10.96	12.11
MtrunA17_Chr3g0143661	7.08	10.33	10.70
MtrunA17_Chr3g0143671	8.81	11.90	6.40
MtrunA17_Chr3g0143681	7.11	8.12	8.69
MtrunA17_Chr3g0143691	7.41	9.33	9.84
MtrunA17_Chr3g0143701	1.00	4.09	5.90
MtrunA17_Chr3g0143711	5.91	7.79	8.13
MtrunA17_Chr3g0143721	6.13	10.39	15.67
MtrunA17_Chr3g0143731	5.40	7.21	7.48
MtrunA17_Chr3g0143741	1.72	6.32	-1.74
MtrunA17_Chr3g0143751	-1.74	3.78	3.36
MtrunA17_Chr3g0143761	0.38	4.68	4.50
MtrunA17_Chr3g0143771	0.38	7.67	6.13
MtrunA17_Chr3g0143781	-6.64	2.32	1.58
MtrunA17_Chr3g0143791	7.05	9.65	9.99
MtrunA17_Chr3g0143801	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143811	6.18	8.14	6.67
MtrunA17_Chr3g0143821	7.34	9.89	9.69
MtrunA17_Chr3g0143831	7.17	9.91	11.27
MtrunA17_Chr3g0143841	8.45	10.08	11.63
MtrunA17_Chr3g0143851	5.33	8.66	12.11
MtrunA17_Chr3g0143861	6.48	9.67	9.80
MtrunA17_Chr3g0143871	6.35	7.09	1.43
MtrunA17_Chr3g0143881	-3.32	-6.64	-6.64
MtrunA17_Chr3g0143891	12.00	11.33	11.40
MtrunA17_Chr3g0143901	7.93	10.47	11.16
MtrunA17_Chr3g0143911	7.82	12.83	16.50
MtrunA17_Chr3g0143921	7.73	9.71	10.65
MtrunA17_Chr3g0143931	9.80	10.52	11.75
MtrunA17_Chr3g0143941	0.00	-6.64	-6.64
MtrunA17_Chr3g0143942	-6.64	-6.64	-6.64
MtrunA17_Chr3g0143951	3.95	8.20	9.39
MtrunA17_Chr3g0143961	6.82	9.92	12.36
MtrunA17_Chr3g0143971	3.36	6.26	4.66
MtrunA17_Chr3g0143981	5.74	8.47	9.59
MtrunA17_Chr3g0143991	10.97	12.14	12.48
MtrunA17_Chr3g0144001	-1.74	4.91	5.04
MtrunA17_Chr3g0144011	2.81	4.94	4.11
MtrunA17_Chr3g0144021	2.74	8.74	8.73
MtrunA17_Chr3g0144031	-1.32	-6.64	1.00
MtrunA17_Chr3g0144041	7.48	11.31	12.25
MtrunA17_Chr3g0144051	5.87	8.84	9.36
MtrunA17_Chr3g0144061	-6.64	-6.64	-6.64
MtrunA17_Chr3g0144071	5.41	10.28	12.25
MtrunA17_Chr3g0144081	-3.32	-6.64	-6.64
MtrunA17_Chr3g0144091	5.93	9.98	9.33
MtrunA17_Chr3g0144101	8.58	9.62	9.77
MtrunA17_Chr3g0144111	5.70	8.43	8.91
MtrunA17_Chr3g0144121	0.38	-6.64	6.64
MtrunA17_Chr3g0144131	1.43	5.77	6.07
MtrunA17_Chr3g0144141	5.32	9.58	9.73
MtrunA17_Chr3g0144151	0.26	7.85	15.80
MtrunA17_Chr3g0144152	-6.64	-6.64	-6.64
MtrunA17_Chr3g0144161	7.08	11.51	12.07
MtrunA17_Chr3g0144171	3.57	11.30	-6.64
MtrunA17_Chr3g0144181	8.49	10.78	9.48
MtrunA17_Chr3g0144191	-1.00	3.56	-6.64
MtrunA17_Chr3g0144201	0.77	1.20	1.72
MtrunA17_Chr3g0144211	3.09	5.62	10.32
MtrunA17_Chr3g0144221	8.72	11.08	11.36
MtrunA17_Chr3g0144231	6.54	8.33	8.34
MtrunA17_Chr3g0144241	2.79	8.57	7.79
MtrunA17_Chr3g0144251	5.64	8.81	9.99
MtrunA17_Chr3g0144261	8.81	11.92	12.64
MtrunA17_Chr3g0144271	-3.32	-1.74	-1.74
MtrunA17_Chr3g0144281	3.02	12.38	9.21
MtrunA17_Chr3g0144291	3.73	5.94	11.43
MtrunA17_Chr3g0144301	4.47	8.25	8.22
MtrunA17_Chr3g0144311	6.78	10.14	10.23
MtrunA17_Chr3g0144321	7.66	8.72	9.21
MtrunA17_Chr3g0144331	8.34	5.43	3.12
MtrunA17_Chr3g0144341	6.84	8.75	8.80
MtrunA17_Chr3g0144351	-2.32	2.63	1.20
MtrunA17_Chr3g0144361	-1.74	4.06	7.02
MtrunA17_Chr3g0144371	8.01	10.50	11.69
MtrunA17_Chr3g0144381	7.31	9.57	10.08
MtrunA17_Chr3g0144391	0.77	13.64	-6.64
MtrunA17_Chr3g0144392	-6.64	-6.64	-6.64
MtrunA17_Chr3g0144393	-6.64	-6.64	-6.64
MtrunA17_Chr3g0144401	-6.64	1.96	-0.74
MtrunA17_Chr3g0144411	-6.64	1.81	8.71
MtrunA17_Chr3g0144421	1.54	9.73	9.12
MtrunA17_Chr3g0144422	-6.64	-6.64	-6.64
MtrunA17_Chr3g0144431	-6.64	3.79	3.84
MtrunA17_Chr3g0144441	2.94	4.99	2.32
MtrunA17_Chr3g0144451	-0.51	10.43	2.51
MtrunA17_Chr3g0144461	-6.64	11.59	-6.64
MtrunA17_Chr3g0144471	-1.00	13.19	-6.64
MtrunA17_Chr3g0144481	-6.64	1.20	-6.64
MtrunA17_Chr3g0144491	-6.64	-6.64	-6.64
MtrunA17_Chr3g0144501	9.18	10.80	11.78
MtrunA17_Chr3g0144511	8.30	10.79	12.11
MtrunA17_Chr3g0144521	4.88	-6.64	-6.64
MtrunA17_Chr3g0144531	6.40	8.95	7.99
MtrunA17_Chr3g0144541	-2.32	-1.74	-6.64
MtrunA17_Chr3g0144551	3.95	8.80	5.94
MtrunA17_Chr3g0144561	-2.32	2.10	-6.64
MtrunA17_Chr3g0144571	-6.64	-6.64	-6.64
MtrunA17_Chr3g0144581	5.25	8.83	8.42
MtrunA17_Chr3g0144591	2.79	5.18	7.51
MtrunA17_Chr3g0144601	1.96	4.74	3.34
MtrunA17_Chr3g0144611	3.22	7.66	8.16
MtrunA17_Chr3g0144621	4.10	6.91	8.10
MtrunA17_Chr3g0144631	-6.64	-0.51	3.22
MtrunA17_Chr3g0144641	-0.15	5.88	11.26
MtrunA17_Chr3g0144651	-3.32	-6.64	-6.64
MtrunA17_Chr3g0144661	6.52	7.32	8.60
MtrunA17_Chr3g0144671	-1.74	-6.64	4.48
MtrunA17_Chr3g0144681	-2.32	-1.74	-1.74
