taxa	nodule	root	21d_leaf
MtrunA17_Chr3g0144691	7.30	10.18	11.58
MtrunA17_Chr3g0144701	7.98	7.91	12.24
MtrunA17_Chr3g0144711	-0.15	3.78	3.12
MtrunA17_Chr3g0144721	-1.32	-0.51	0.38
MtrunA17_Chr3g0144731	9.12	9.78	10.30
MtrunA17_Chr3g0144741	7.94	9.39	10.72
MtrunA17_Chr3g0144751	-3.32	5.01	1.72
MtrunA17_Chr3g0144761	-1.00	2.00	1.20
MtrunA17_Chr3g0144771	-6.64	4.03	-6.64
MtrunA17_Chr3g0144781	-6.64	5.64	-6.64
MtrunA17_Chr3g0144791	-6.64	4.34	-6.64
MtrunA17_Chr3g0144801	-6.64	-6.64	-1.74
MtrunA17_Chr3g0144811	-3.32	-6.64	-1.74
MtrunA17_Chr3g0144821	-6.64	-6.64	-6.64
MtrunA17_Chr3g0144831	-6.64	-0.51	-6.64
MtrunA17_Chr3g0144841	-3.32	-6.64	-6.64
MtrunA17_Chr3g0144851	5.41	9.45	7.57
MtrunA17_Chr3g0144861	-0.74	8.49	5.87
MtrunA17_Chr3g0144871	-6.64	10.89	-6.64
MtrunA17_Chr3g0144881	6.84	10.54	9.72
MtrunA17_Chr3g0144891	1.07	8.19	7.12
MtrunA17_Chr3g0144901	9.59	11.15	10.59
MtrunA17_Chr3g0144911	7.25	11.05	11.23
MtrunA17_Chr3g0144921	-6.64	-1.74	-6.64
MtrunA17_Chr3g0144931	2.66	10.07	7.14
MtrunA17_Chr3g0144941	8.02	11.39	9.80
MtrunA17_Chr3g0144951	3.49	5.69	6.99
MtrunA17_Chr3g0144961	-6.64	3.55	-1.74
MtrunA17_Chr3g0144971	6.42	9.17	9.41
MtrunA17_Chr3g0144981	1.26	5.80	5.81
MtrunA17_Chr3g0144991	-6.64	-6.64	-6.64
MtrunA17_Chr3g0145001	7.01	8.29	7.50
MtrunA17_Chr3g0145011	3.12	6.36	3.81
MtrunA17_Chr3g0145021	-6.64	-6.64	-6.64
MtrunA17_Chr3g0145031	8.53	10.46	11.11
MtrunA17_Chr3g0145041	8.67	4.06	5.37
MtrunA17_Chr3g0145051	6.51	13.45	14.04
MtrunA17_Chr3g0145061	-1.74	0.00	6.45
MtrunA17_Chr3g0145071	8.75	10.58	12.10
MtrunA17_Chr3g0145081	-3.32	-1.74	-6.64
MtrunA17_Chr3g0145091	7.17	9.24	9.61
MtrunA17_Chr3g0145101	7.29	9.02	10.25
MtrunA17_Chr3g0145111	-0.15	3.17	5.55
MtrunA17_Chr3g0145121	6.92	9.75	11.83
MtrunA17_Chr3g0145131	7.00	8.76	9.50
MtrunA17_Chr3g0145141	8.24	10.00	9.56
MtrunA17_Chr3g0145151	8.55	10.29	10.64
MtrunA17_Chr3g0145161	1.00	-6.64	-6.64
MtrunA17_Chr3g0145171	6.24	9.93	11.35
MtrunA17_Chr3g0145181	6.96	7.41	8.49
MtrunA17_Chr3g0145191	-6.64	-6.64	-6.64
MtrunA17_Chr3g0145201	5.97	9.43	10.77
MtrunA17_Chr3g0145211	-6.64	-6.64	-6.64
MtrunA17_Chr3g0145221	1.14	4.15	7.68
MtrunA17_Chr3g0145231	-3.32	-6.64	-6.64
MtrunA17_Chr3g0145241	2.70	7.51	8.50
MtrunA17_Chr3g0145251	6.89	9.66	10.38
MtrunA17_Chr3g0145261	5.59	8.40	6.38
MtrunA17_Chr3g0145271	7.55	9.86	8.06
MtrunA17_Chr3g0145281	5.57	6.31	3.81
MtrunA17_Chr3g0145291	10.59	-1.74	-0.51
MtrunA17_Chr3g0145301	10.95	11.00	10.71
MtrunA17_Chr3g0145311	8.55	9.01	8.02
MtrunA17_Chr3g0145321	-6.64	1.68	-6.64
MtrunA17_Chr3g0145331	7.35	9.62	10.93
MtrunA17_Chr3g0145341	-1.74	4.22	0.93
MtrunA17_Chr3g0145351	1.63	5.42	6.62
MtrunA17_Chr3g0145361	5.55	6.58	9.57
MtrunA17_Chr3g0145371	1.00	5.09	2.23
MtrunA17_Chr3g0145381	3.64	5.52	5.58
MtrunA17_Chr3g0145391	-6.64	-6.64	-6.64
MtrunA17_Chr3g0145401	0.93	-1.74	-6.64
MtrunA17_Chr3g0145411	-1.74	-6.64	-6.64
MtrunA17_Chr3g0145421	-1.00	-6.64	-6.64
MtrunA17_Chr3g0145431	4.86	7.52	7.74
MtrunA17_Chr3g0145441	-1.74	8.64	3.17
MtrunA17_Chr3g0145451	8.44	10.53	10.47
MtrunA17_Chr3g0145461	4.48	9.31	7.03
MtrunA17_Chr3g0145471	-3.32	4.12	1.20
MtrunA17_Chr3g0145481	2.83	6.78	7.44
MtrunA17_Chr3g0145491	7.11	11.70	11.90
MtrunA17_Chr3g0145501	-1.74	10.44	11.35
MtrunA17_Chr3g0145511	-1.74	-0.51	2.10
MtrunA17_Chr3g0145521	0.93	-6.64	-6.64
MtrunA17_Chr3g0145531	1.93	5.22	5.89
MtrunA17_Chr3g0145541	4.05	6.00	7.15
MtrunA17_Chr3g0145551	-1.74	2.00	-6.64
MtrunA17_Chr3g0145561	4.30	4.90	2.46
MtrunA17_Chr3g0145571	-3.32	2.46	2.17
MtrunA17_Chr3g0145581	-1.00	2.66	6.33
MtrunA17_Chr3g0145591	0.38	6.72	3.78
MtrunA17_Chr3g0145601	-1.74	-6.64	-6.64
MtrunA17_Chr3g0145611	6.45	7.72	4.44
MtrunA17_Chr3g0145621	8.72	8.02	9.76
MtrunA17_Chr3g0145631	-6.64	-6.64	-6.64
MtrunA17_Chr3g0145641	-2.32	4.30	0.77
MtrunA17_Chr3g0145651	-6.64	-6.64	-6.64
MtrunA17_Chr3g0145661	6.33	10.29	9.88
MtrunA17_Chr3g0145671	0.38	7.72	3.78
MtrunA17_Chr3g0145681	-2.32	7.03	11.12
MtrunA17_Chr3g0145691	10.22	10.94	10.52
MtrunA17_Chr3g0145701	8.10	9.86	10.84
MtrunA17_Chr3g0145711	8.35	10.37	12.68
MtrunA17_Chr3g0145721	-0.74	8.45	9.74
MtrunA17_Chr3g0145722	-6.64	-6.64	-6.64
MtrunA17_Chr3g0145731	4.52	6.32	6.23
MtrunA17_Chr3g0145741	4.44	7.36	7.35
MtrunA17_Chr3g0145751	6.45	10.21	9.93
MtrunA17_Chr3g0145761	7.82	9.59	9.17
MtrunA17_Chr3g0145771	10.25	10.95	10.92
MtrunA17_Chr3g0145781	4.90	7.79	10.95
MtrunA17_Chr3g0145791	7.31	8.58	8.82
MtrunA17_Chr3g0145801	6.25	9.97	1.00
MtrunA17_Chr3g0145811	0.26	0.00	3.54
MtrunA17_Chr3g0145821	3.99	-0.74	1.26
MtrunA17_Chr3g0145831	7.93	10.39	13.54
MtrunA17_Chr3g0145841	7.19	10.26	11.01
MtrunA17_Chr3g0145851	7.23	8.62	12.44
MtrunA17_Chr3g0145861	1.81	1.00	2.32
MtrunA17_Chr3g0145871	-6.64	-6.64	-6.64
MtrunA17_Chr3g0145881	-0.51	-6.64	-6.64
MtrunA17_Chr3g0145891	7.00	9.22	10.01
MtrunA17_Chr3g0145901	3.17	-1.74	-6.64
MtrunA17_Chr3g0145911	6.94	9.14	9.56
MtrunA17_Chr3g0145921	4.87	7.35	11.11
MtrunA17_Chr3g0145931	2.91	5.68	7.11
MtrunA17_Chr3g0145941	4.87	6.23	10.02
MtrunA17_Chr3g0145951	6.55	9.94	10.51
MtrunA17_Chr3g0145961	5.11	8.93	12.85
MtrunA17_Chr3g0145971	-1.74	-0.74	-6.64
MtrunA17_Chr3g0145981	4.63	8.42	5.91
MtrunA17_Chr3g0145991	-2.32	-6.64	-6.64
MtrunA17_Chr3g0146001	1.89	7.50	12.85
MtrunA17_Chr3g0146011	7.29	10.66	11.37
MtrunA17_Chr3g0146021	6.28	9.40	9.72
MtrunA17_Chr3g0146031	5.01	8.22	8.97
MtrunA17_Chr3g0146041	-3.32	6.43	6.60
MtrunA17_Chr3g0146051	6.33	8.87	9.31
MtrunA17_Chr3g0146061	8.62	11.24	10.61
MtrunA17_Chr3g0146071	7.67	10.23	10.05
MtrunA17_Chr3g0146081	-3.32	3.28	3.42
MtrunA17_Chr3g0146091	-6.64	-6.64	-6.64
MtrunA17_Chr3g1009326	1.38	-6.64	-6.64
MtrunA17_Chr3g1009328	7.73	-6.64	-6.64
MtrunA17_Chr3g1009390	3.15	3.72	5.65
MtrunA17_Chr3g1009404	2.00	-1.74	-6.64
MtrunA17_Chr3g1009456	2.43	-0.51	-6.64
MtrunA17_Chr3g1009462	3.14	-6.64	-6.64
MtrunA17_Chr3g1009463	4.57	-6.64	-6.64
MtrunA17_Chr3g1009513	1.85	4.39	3.52
MtrunA17_Chr3g1009521	3.63	-6.64	-1.74
MtrunA17_Chr3g1009522	3.26	-6.64	-6.64
MtrunA17_Chr3g1009566	5.26	4.71	4.95
MtrunA17_Chr3g1009590	4.26	-6.64	-6.64
MtrunA17_Chr3g1009607	3.25	-6.64	-6.64
MtrunA17_Chr3g1009610	6.04	-1.32	-6.64
MtrunA17_Chr3g1009661	3.92	-6.64	-6.64
MtrunA17_Chr3g1009664	2.85	-6.64	-6.64
MtrunA17_Chr3g1009666	4.24	-0.51	-6.64
MtrunA17_Chr3g1009670	4.09	-6.64	-6.64
MtrunA17_Chr3g1009692	4.50	-6.64	-6.64
MtrunA17_Chr3g1009728	3.94	-6.64	2.00
MtrunA17_Chr3g1009781	6.27	-6.64	-6.64
MtrunA17_Chr3g1009865	2.38	-6.64	-6.64
MtrunA17_Chr3g1009896	-6.64	-6.64	3.35
MtrunA17_Chr3g1009947	0.85	-6.64	-6.64
MtrunA17_Chr3g1009948	0.38	2.23	-6.64
MtrunA17_Chr3g1009953	-0.74	2.41	-6.64
MtrunA17_Chr3g1009968	1.49	-0.32	5.61
MtrunA17_Chr3g1010082	2.49	3.58	-6.64
MtrunA17_Chr3g1010117	4.19	0.38	2.00
MtrunA17_Chr3g1010145	2.83	4.84	5.33
MtrunA17_Chr3g1010153	-1.32	-6.64	1.43
MtrunA17_Chr3g1010157	-1.32	5.51	1.89
MtrunA17_Chr3g1010171	3.12	-6.64	-6.64
MtrunA17_Chr3g1010197	2.14	3.94	4.91
MtrunA17_Chr3g1010223	6.38	-6.64	-6.64
MtrunA17_Chr3g1010225	4.06	-6.64	-6.64
MtrunA17_Chr3g1010239	3.67	-6.64	-6.64
MtrunA17_Chr3g1010255	4.43	-6.64	-6.64
MtrunA17_Chr3g1010319	4.57	-1.74	-6.64
MtrunA17_Chr3g1010326	3.07	-6.64	-6.64
MtrunA17_Chr3g1010345	1.72	1.38	-6.64
MtrunA17_Chr3g1010357	3.70	-6.64	-6.64
MtrunA17_Chr3g1010364	3.22	-6.64	-6.64
MtrunA17_Chr3g1010438	3.07	4.16	0.00
MtrunA17_Chr3g1010442	0.93	3.19	-6.64
MtrunA17_Chr3g1010492	-6.64	8.10	6.26
MtrunA17_Chr3g1010494	2.41	0.00	-6.64
MtrunA17_Chr3g1010505	-2.32	0.49	3.50
MtrunA17_Chr3g1010591	2.04	-0.74	-6.64
MtrunA17_Chr3g1010602	6.35	-6.64	-6.64
MtrunA17_Chr3g1010623	3.52	0.38	-6.64
MtrunA17_Chr3g1010754	4.29	-6.64	-6.64
MtrunA17_Chr3g1010785	-2.32	-0.51	-6.64
MtrunA17_Chr3g1010899	-0.74	6.94	1.43
MtrunA17_Chr3g1010907	-3.32	-6.64	-6.64
MtrunA17_Chr3g1010925	2.98	12.77	12.33
MtrunA17_Chr3g1010975	2.94	-1.74	-6.64
MtrunA17_Chr3g1010976	3.35	-6.64	-6.64
MtrunA17_Chr3g1010992	6.85	1.72	2.54
MtrunA17_Chr3g1010994	5.10	-1.74	-6.64
MtrunA17_Chr3g1011094	-1.32	5.72	5.40
MtrunA17_Chr3g1011256	-3.32	2.79	4.53
MtrunA17_Chr3g1011295	4.08	5.29	0.14
MtrunA17_Chr3g1011329	6.61	1.38	2.32
MtrunA17_Chr3g1011338	4.12	2.51	-6.64
MtrunA17_Chr3g1011361	1.96	-6.64	-6.64
MtrunA17_Chr3g1011415	3.47	5.72	6.01
MtrunA17_Chr3g1011425	4.39	-6.64	-6.64
MtrunA17_Chr3g1011427	6.60	-1.74	-1.74
MtrunA17_Chr3g1011434	0.49	10.48	9.87
MtrunA17_Chr3g1011451	2.87	9.71	-0.15
MtrunA17_Chr3g1011459	-6.64	2.61	-6.64
MtrunA17_Chr3g1011470	2.87	-6.64	-6.64
MtrunA17_Chr3g1011472	6.84	-6.64	-6.64
MtrunA17_Chr3g1011473	3.86	-6.64	-6.64
MtrunA17_Chr3g1011475	2.93	-6.64	-6.64
MtrunA17_Chr3g1011476	5.00	-6.64	-6.64
MtrunA17_Chr3g1011484	3.25	5.19	5.50
MtrunA17_Chr3g1011646	2.10	-6.64	-6.64
MtrunA17_Chr3g1011650	-1.00	-6.64	-6.64
MtrunA17_Chr3g1011652	3.95	-6.64	-6.64
MtrunA17_Chr3g1011673	0.00	6.12	2.77
MtrunA17_Chr3g1011676	-0.74	11.16	9.44
MtrunA17_Chr3g1011677	-3.32	5.07	5.77
MtrunA17_Chr3g1011748	1.77	3.58	-1.74
MtrunA17_Chr3g1011780	5.55	-6.64	-6.64
MtrunA17_Chr3g1011785	0.14	2.96	-6.64
MtrunA17_Chr3g1011789	6.05	-6.64	-6.64
MtrunA17_Chr3g1011837	2.83	-6.64	-6.64
MtrunA17_Chr3g1011839	3.25	-6.64	-6.64
MtrunA17_Chr3g1011853	6.15	-6.64	-6.64
MtrunA17_Chr3g1011867	-6.64	-6.64	-6.64
MtrunA17_Chr3g1011935	5.02	8.01	5.53
MtrunA17_Chr3g1011936	0.77	-6.64	-6.64
MtrunA17_Chr3g1011943	3.00	-1.74	-6.64
MtrunA17_Chr3g1011985	2.17	-6.64	-6.64
MtrunA17_Chr3g1011986	3.32	1.00	2.51
MtrunA17_Chr3g1011999	1.20	-6.64	-6.64
MtrunA17_Chr3g1012001	6.18	-6.64	-6.64
MtrunA17_Chr3g1012024	-6.64	-6.64	-6.64
MtrunA17_Chr3g1012030	3.50	-6.64	-6.64
MtrunA17_Chr3g1012104	7.16	6.02	5.75
MtrunA17_Chr3g1012112	2.63	-6.64	-6.64
MtrunA17_Chr3g1012114	4.02	-6.64	-6.64
MtrunA17_Chr3g1012143	4.09	-6.64	-6.64
MtrunA17_Chr3g1012146	3.55	6.84	8.62
MtrunA17_Chr3g1012182	3.45	2.91	2.74
MtrunA17_Chr3g1012186	5.31	-6.64	-6.64
MtrunA17_Chr3g1012193	3.09	-1.74	-6.64
MtrunA17_Chr3g1012214	1.49	0.38	-6.64
MtrunA17_Chr3g1012215	3.45	-6.64	-6.64
MtrunA17_Chr3g1012216	2.23	-6.64	-6.64
MtrunA17_Chr3g1012217	4.59	-6.64	-6.64
MtrunA17_Chr3g1012218	0.68	-6.64	-6.64
MtrunA17_Chr3g1012220	2.20	-6.64	-6.64
MtrunA17_Chr3g1012240	0.49	0.14	-6.64
MtrunA17_Chr3g1012254	4.60	-6.64	3.19
MtrunA17_Chr3g1012300	2.68	-1.74	-6.64
MtrunA17_Chr3g1012318	5.36	-6.64	-6.64
MtrunA17_Chr3g1012370	1.89	-6.64	9.97
MtrunA17_Chr3g1012380	1.58	-0.15	-1.74
MtrunA17_Chr3g1012388	4.47	-6.64	-6.64
MtrunA17_Chr3g1012402	6.49	6.74	4.69
MtrunA17_Chr3g1012403	5.34	1.20	0.77
MtrunA17_Chr3g1012405	4.22	-0.51	0.38
MtrunA17_Chr3g1012407	5.92	4.19	1.14
MtrunA17_Chr3g1012410	3.95	-1.74	-6.64
MtrunA17_Chr3g1012470	3.19	-6.64	-6.64
MtrunA17_Chr3g1012472	4.94	-6.64	-6.64
MtrunA17_Chr3g1012488	2.81	0.00	1.20
MtrunA17_Chr3g1012505	-6.64	4.56	0.38
MtrunA17_Chr3g1012512	0.77	-6.64	2.77
MtrunA17_Chr3g1012522	5.30	4.60	5.24
MtrunA17_Chr3g1012531	5.02	12.00	8.78
MtrunA17_Chr3g1012548	0.14	-6.64	-6.64
MtrunA17_Chr3g1012551	-0.32	-6.64	-6.64
MtrunA17_Chr3g1012569	3.57	6.61	5.29
MtrunA17_Chr3g1012585	-3.32	5.33	1.43
MtrunA17_Chr3g1012618	1.81	7.98	3.67
MtrunA17_Chr3g1012625	-3.32	-6.64	-6.64
MtrunA17_Chr3g1012634	4.01	5.84	2.70
MtrunA17_Chr3g1012666	-1.00	3.47	5.26
MtrunA17_Chr3g1012683	3.34	13.26	7.85
MtrunA17_Chr3g1012686	0.26	-1.74	1.20
MtrunA17_Chr3g1012723	2.98	7.11	6.90
MtrunA17_Chr3g1012758	3.62	1.58	-6.64
MtrunA17_Chr3g1012766	3.51	-1.74	-6.64
MtrunA17_Chr3g1012769	1.32	2.54	2.46
MtrunA17_Chr3g1012806	5.02	2.46	0.38
MtrunA17_Chr3g1012809	2.41	3.35	-1.32
MtrunA17_Chr3g1012810	3.51	2.43	1.43
MtrunA17_Chr3g1012832	3.84	3.82	-6.64
MtrunA17_Chr3g1012835	3.23	-6.64	2.04
MtrunA17_Chr3g1012841	1.58	5.54	9.26
MtrunA17_Chr3g1012843	-3.32	3.32	4.79
MtrunA17_Chr3g1012863	0.58	4.57	3.29
MtrunA17_Chr3g1012952	3.26	2.23	-6.64
MtrunA17_Chr3g1012953	3.28	-6.64	-6.64
MtrunA17_Chr3g1012955	2.54	-0.51	-6.64
MtrunA17_Chr3g1013079	2.23	1.72	-0.51
MtrunA17_Chr3g1013126	1.77	-6.64	7.68
MtrunA17_Chr3g1013128	5.74	-6.64	-6.64
MtrunA17_Chr3g1013131	3.14	-6.64	-6.64
MtrunA17_Chr3g1013132	4.08	-6.64	-6.64
MtrunA17_Chr3g1013149	-1.74	6.67	2.51
MtrunA17_Chr3g1013156	2.98	8.11	8.59
MtrunA17_Chr3g1013170	3.63	12.84	7.83
MtrunA17_Chr3g1013176	1.68	1.58	0.00
MtrunA17_Chr3g1013221	0.68	-6.64	-6.64
MtrunA17_Chr3g1013241	3.45	-6.64	-6.64
MtrunA17_Chr3g1013261	0.14	6.97	-1.74
MtrunA17_Chr3g1013266	2.54	-6.64	-6.64
MtrunA17_Chr3g1013276	3.31	2.96	2.35
MtrunA17_Chr3g1013291	3.50	-6.64	-6.64
MtrunA17_Chr3g1013302	3.60	5.06	6.62
MtrunA17_Chr3g1013325	0.38	3.93	6.24
MtrunA17_Chr3g1013330	0.38	3.91	-6.64
MtrunA17_Chr3g1013332	-3.32	-6.64	-6.64
MtrunA17_Chr3g1013381	5.54	2.00	-6.64
MtrunA17_Chr3g1013420	2.72	-6.64	-6.64
MtrunA17_Chr3g1013464	4.03	-6.64	-6.64
MtrunA17_Chr3g1013486	-2.32	-6.64	-1.32
MtrunA17_Chr3g1013513	2.72	8.32	7.89
MtrunA17_Chr3g1013544	2.35	-6.64	-6.64
MtrunA17_Chr3g1013545	3.63	-6.64	-6.64
MtrunA17_Chr3g1013550	3.00	8.81	7.10
MtrunA17_Chr3g1013552	0.14	8.24	8.72
MtrunA17_Chr3g1013605	3.25	6.57	6.20
MtrunA17_Chr3g1013627	3.15	-6.64	1.58
MtrunA17_Chr3g1013631	2.68	7.95	5.99
MtrunA17_Chr3g1013642	2.29	7.88	9.80
MtrunA17_Chr3g1013657	1.38	5.45	8.89
MtrunA17_Chr3g1013685	5.90	6.39	-6.64
MtrunA17_Chr3g1013687	-6.64	-6.64	-6.64
MtrunA17_Chr3g1013716	-1.00	0.49	-6.64
MtrunA17_Chr3g1013718	2.70	4.09	3.85
MtrunA17_Chr3g1013813	1.43	5.54	7.21
MtrunA17_Chr3g1013827	3.47	6.36	5.11
MtrunA17_Chr3g1013840	3.52	8.67	8.07
MtrunA17_Chr3g1013859	-3.32	4.52	6.35
MtrunA17_Chr3g1013882	0.77	5.92	7.83
MtrunA17_Chr3g1013913	0.00	-6.64	-6.64
MtrunA17_Chr3g1013917	2.54	2.41	2.58
MtrunA17_Chr3g1013933	0.68	0.77	4.29
MtrunA17_Chr3g1013989	2.66	-6.64	-6.64
MtrunA17_Chr3g1013999	2.56	-6.64	-6.64
MtrunA17_Chr3g1014001	3.67	-6.64	-6.64
MtrunA17_Chr3g1014070	4.99	-1.74	-6.64
MtrunA17_Chr3g1014081	3.26	9.53	8.57
MtrunA17_Chr3g1014091	4.15	-6.64	-6.64
MtrunA17_Chr3g1014110	1.96	11.47	10.55
MtrunA17_Chr3g1014131	3.14	-6.64	-6.64
MtrunA17_Chr3g1014135	4.88	-6.64	-6.64
MtrunA17_Chr3g1014144	2.61	7.17	6.46
MtrunA17_Chr3g1014156	-3.32	7.77	8.38
MtrunA17_Chr3g1014161	1.89	-0.15	3.63
MtrunA17_Chr3g1014184	4.22	7.11	7.45
MtrunA17_Chr3g1014240	4.29	-1.00	-1.32
MtrunA17_Chr3g1014247	-2.32	9.38	11.22
MtrunA17_Chr3g1014250	-0.51	7.09	1.63
MtrunA17_Chr3g1014274	2.77	-6.64	-6.64
MtrunA17_Chr3g1014285	4.99	2.32	1.81
MtrunA17_Chr3g1014296	3.00	10.21	7.38
MtrunA17_Chr3g1014301	2.70	6.88	4.90
MtrunA17_Chr3g1014316	4.12	2.91	2.63
MtrunA17_Chr3g1014329	2.94	-6.64	-6.64
MtrunA17_Chr3g1014336	5.95	-6.64	-6.64
MtrunA17_Chr3g1014348	3.12	3.22	0.77
MtrunA17_Chr3g1014359	2.74	0.00	-0.51
MtrunA17_Chr3g1014411	5.21	-6.64	-6.64
MtrunA17_Chr3g1014439	-6.64	-6.64	-6.64
MtrunA17_Chr3g1014452	0.93	-6.64	-6.64
MtrunA17_Chr3g1014563	2.46	8.68	3.66
MtrunA17_Chr3g1014575	1.00	-6.64	-6.64
MtrunA17_Chr3g1014582	3.28	3.10	0.38
MtrunA17_Chr3g1014600	-6.64	6.60	-0.15
MtrunA17_Chr3g1014649	7.06	5.67	2.23
MtrunA17_Chr3g1014659	-0.51	1.00	1.43
MtrunA17_Chr3g1014665	0.77	8.08	8.85
MtrunA17_Chr3g1014683	3.98	2.26	-1.32
MtrunA17_Chr3g1014685	-3.32	5.04	2.23
MtrunA17_Chr3g1014692	3.86	10.27	9.88
MtrunA17_Chr3g1014715	-0.51	12.37	10.81
MtrunA17_Chr4g0000001	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000011	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000021	4.22	-6.64	-6.64
MtrunA17_Chr4g0000031	9.17	11.21	12.51
MtrunA17_Chr4g0000041	4.88	8.51	12.60
MtrunA17_Chr4g0000051	-6.64	3.58	2.74
MtrunA17_Chr4g0000061	5.38	8.62	9.24
MtrunA17_Chr4g0000071	7.52	10.48	11.43
MtrunA17_Chr4g0000081	-0.51	0.00	-1.74
MtrunA17_Chr4g0000091	6.59	8.86	10.59
MtrunA17_Chr4g0000101	-3.32	-6.64	1.85
MtrunA17_Chr4g0000111	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000121	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000122	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000131	8.87	12.85	8.32
MtrunA17_Chr4g0000141	-3.32	-6.64	-6.64
MtrunA17_Chr4g0000154	-1.74	8.74	-6.64
MtrunA17_Chr4g0000171	-6.64	5.98	-6.64
MtrunA17_Chr4g0000181	0.38	5.09	1.20
MtrunA17_Chr4g0000191	0.26	7.30	3.12
MtrunA17_Chr4g0000201	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000211	8.54	11.15	12.02
MtrunA17_Chr4g0000221	-2.32	2.00	2.00
MtrunA17_Chr4g0000231	4.59	8.96	10.77
MtrunA17_Chr4g0000241	0.14	1.89	-6.64
MtrunA17_Chr4g0000251	2.17	4.84	-6.64
MtrunA17_Chr4g0000261	4.74	7.50	7.81
MtrunA17_Chr4g0000271	7.51	9.02	9.01
MtrunA17_Chr4g0000281	4.31	6.35	3.22
MtrunA17_Chr4g0000291	4.55	4.83	6.62
MtrunA17_Chr4g0000301	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000311	-3.32	0.26	5.61
MtrunA17_Chr4g0000321	4.31	7.20	10.98
MtrunA17_Chr4g0000331	3.72	-2.32	-6.64
MtrunA17_Chr4g0000341	9.43	13.37	13.97
MtrunA17_Chr4g0000351	-6.64	-6.64	-1.74
MtrunA17_Chr4g0000361	7.93	9.64	9.54
MtrunA17_Chr4g0000371	-3.32	2.49	0.26
MtrunA17_Chr4g0000381	-3.32	-6.64	-6.64
MtrunA17_Chr4g0000391	-0.51	-6.64	-6.64
MtrunA17_Chr4g0000401	-0.51	5.06	-0.51
MtrunA17_Chr4g0000411	9.23	11.06	10.31
MtrunA17_Chr4g0000421	8.20	9.55	11.99
MtrunA17_Chr4g0000431	-0.15	6.70	7.31
MtrunA17_Chr4g0000441	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000451	-2.32	-6.64	-6.64
MtrunA17_Chr4g0000461	2.79	10.44	11.71
MtrunA17_Chr4g0000471	4.74	5.08	7.23
MtrunA17_Chr4g0000481	6.33	11.08	12.83
MtrunA17_Chr4g0000491	-1.00	-6.64	4.64
MtrunA17_Chr4g0000501	-0.51	2.32	5.53
MtrunA17_Chr4g0000511	7.16	11.23	13.11
MtrunA17_Chr4g0000521	7.84	10.26	10.54
MtrunA17_Chr4g0000531	-1.32	0.00	-6.64
MtrunA17_Chr4g0000541	7.37	10.24	10.82
MtrunA17_Chr4g0000551	3.81	5.88	5.47
MtrunA17_Chr4g0000561	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000571	3.19	5.96	5.65
MtrunA17_Chr4g0000581	4.44	9.62	6.29
MtrunA17_Chr4g0000591	4.29	6.55	7.59
MtrunA17_Chr4g0000601	17.07	7.99	14.09
MtrunA17_Chr4g0000602	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000603	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000611	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000621	20.63	11.50	16.19
MtrunA17_Chr4g0000631	2.89	-6.64	-6.64
MtrunA17_Chr4g0000632	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000641	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000651	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000661	6.53	3.29	-6.64
MtrunA17_Chr4g0000671	-3.32	5.28	-0.32
MtrunA17_Chr4g0000681	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000691	-6.64	5.79	0.58
MtrunA17_Chr4g0000701	-6.64	4.08	-6.64
MtrunA17_Chr4g0000711	-0.15	8.49	-6.64
MtrunA17_Chr4g0000721	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000731	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000741	7.08	-6.64	1.93
MtrunA17_Chr4g0000751	-6.64	0.58	1.58
MtrunA17_Chr4g0000761	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000771	-3.32	-6.64	-6.64
MtrunA17_Chr4g0000781	1.63	1.72	-6.64
MtrunA17_Chr4g0000791	-6.64	-6.64	-6.64
MtrunA17_Chr4g0000801	1.07	1.58	1.72
MtrunA17_Chr4g0000811	3.39	-6.64	-6.64
MtrunA17_Chr4g0000821	1.72	1.96	-6.64
MtrunA17_Chr4g0000831	7.77	-6.64	0.93
MtrunA17_Chr4g0000841	-1.74	-6.64	-6.64
MtrunA17_Chr4g0000851	-3.32	-6.64	-6.64
MtrunA17_Chr4g0000861	5.41	8.79	11.10
MtrunA17_Chr4g0000871	-3.32	-6.64	1.43
MtrunA17_Chr4g0000881	-3.32	-0.51	2.32
MtrunA17_Chr4g0000891	-2.32	-1.74	2.41
MtrunA17_Chr4g0000901	3.96	7.61	8.67
