taxa	0.5h	1h	3h	5h	8h	24h
Nitab4.5_0003086g0040.1	0.4	-0.2	-0.2	-0.6	-1.1	0
Nitab4.5_0003090g0030.1	0.8	-0.1	0.4	-0.4	1	1.2
Nitab4.5_0003100g0070.1	0.1	0.3	0.8	0.1	1.5	1
Nitab4.5_0003113g0100.1	0.5	-0.4	0.8	0.1	2.3	0.5
Nitab4.5_0003114g0090.1	0.1	0.1	-0.4	-0.7	-1	0.3
Nitab4.5_0003168g0010.1	0.6	0.8	0.8	0.2	1.9	0.5
Nitab4.5_0003170g0010.1	0.9	0.4	0.2	0.9	1.5	-0.1
Nitab4.5_0003174g0040.1	0.3	-0.2	-0.2	-0.9	-1.8	-0.1
Nitab4.5_0003183g0010.1	0.1	0.5	0.9	0.2	1.4	0.8
Nitab4.5_0003188g0010.1	-1.8	0.7	-0.7	-0.2	4.5	3.9
Nitab4.5_0003209g0030.1	0.3	1	0.7	0.1	1.1	1.2
Nitab4.5_0003249g0020.1	-0.5	-0.2	-0.3	0.6	-1.6	-1.2
Nitab4.5_0003280g0010.1	-0.2	0.5	1	0.7	1.9	1.1
Nitab4.5_0003281g0080.1	-0.7	-0.1	0.3	0.1	1.5	-0.5
Nitab4.5_0003282g0010.1	1.4	0.4	0	-0.4	2.9	0.8
Nitab4.5_0003295g0120.1	-0.6	0	0	-0.8	-1.3	-0.2
Nitab4.5_0003328g0040.1	-0.5	-0.1	-0.2	-0.3	-1.1	0.4
Nitab4.5_0003341g0040.1	-0.3	-1.1	-0.6	-1.1	-1.4	-0.3
Nitab4.5_0003343g0040.1	0.8	0.7	0.9	0.7	1.7	0.5
Nitab4.5_0003373g0020.1	0.1	0.6	0.3	0	1.1	0.6
Nitab4.5_0003376g0060.1	0.2	0.5	0.5	0.9	1.2	0.2
Nitab4.5_0003408g0140.1	-0.6	0.5	0.9	0.3	2.7	1.9
Nitab4.5_0003419g0110.1	-0.6	-0.5	0	-0.7	-1.2	0.1
Nitab4.5_0003434g0010.1	-0.4	-0.2	0	-0.9	-1.8	-0.3
Nitab4.5_0003441g0040.1	-2.9	-2.3	0.8	-0.9	1.7	0.5
Nitab4.5_0003514g0010.1	-0.8	-0.4	-1	-0.8	-1.2	-1.2
Nitab4.5_0003514g0040.1	0.9	0.4	-0.3	-0.8	-1.4	-0.4
Nitab4.5_0003537g0020.1	-1	-0.9	0	-0.9	-1.2	0.1
Nitab4.5_0003577g0040.1	-0.4	-0.3	-0.2	-0.8	-1.1	-0.3
Nitab4.5_0003590g0010.1	0	-0.1	-0.7	-0.1	-1.1	-0.6
Nitab4.5_0003609g0010.1	0.3	0.5	0.1	-0.3	1.1	0
Nitab4.5_0003611g0030.1	-0.2	0	0	-0.3	-1.1	0.1
Nitab4.5_0003620g0020.1	-0.8	-0.1	0.8	0	1.6	1.1
Nitab4.5_0003621g0010.1	-0.5	-0.3	0.3	-0.8	-1.7	0.1
Nitab4.5_0003624g0010.1	-1	-0.9	-0.5	-0.4	-1.2	-1.1
Nitab4.5_0003639g0010.1	-0.3	0.3	-0.3	0.1	-1.5	-0.6
Nitab4.5_0003640g0010.1	1.3	0.8	1.4	1.1	2.2	1
Nitab4.5_0003648g0010.1	-0.2	-0.3	0.3	0.1	-1.6	1.2
Nitab4.5_0003699g0010.1	-0.6	-0.7	-0.5	-0.3	-1.3	-0.4
Nitab4.5_0003715g0040.1	0.2	-0.1	0.1	0.7	1.3	0.6
Nitab4.5_0003719g0050.1	0.5	-0.3	-0.3	-1.1	-3	0.3
Nitab4.5_0003751g0010.1	-0.2	0.1	0.5	0.7	1.1	0.5
Nitab4.5_0003757g0010.1	11.1	11.6	12.6	11	13.9	10
Nitab4.5_0003759g0050.1	0.2	0.4	0.3	0.3	1	0.4
Nitab4.5_0003768g0020.1	-0.8	-0.3	-0.1	-0.2	-1.2	-0.3
Nitab4.5_0003774g0010.1	0.9	0.3	0.3	-0.2	1.4	1.5
Nitab4.5_0003791g0020.1	-0.4	-0.5	-0.3	0	-1.1	-0.8
Nitab4.5_0003816g0100.1	-0.6	-1	-0.6	0.7	1.2	-0.9
Nitab4.5_0003858g0070.1	0.3	-0.3	-0.4	-0.8	-1.8	-0.2
Nitab4.5_0003884g0060.1	-0.1	-0.8	1.1	1.1	1.7	-0.3
Nitab4.5_0003902g0040.1	0.3	0.4	0.6	0.6	1	0.8
Nitab4.5_0003906g0050.1	-0.1	0.1	0.7	0.2	1.2	0.7
Nitab4.5_0003919g0010.1	-0.3	0.2	0.1	0.8	1.8	0.2
Nitab4.5_0003983g0030.1	-0.2	0.4	1	0.9	1.2	0.9
Nitab4.5_0003998g0010.1	0.3	-0.1	-0.1	-0.7	-1.8	0.5
Nitab4.5_0004011g0010.1	0.9	0.2	0.3	0.5	1.4	0.9
Nitab4.5_0004023g0020.1	0.2	0.4	0.8	1	1.6	0.8
Nitab4.5_0004045g0040.1	0.6	0.7	0.4	0.4	1.6	1
Nitab4.5_0004094g0030.1	-0.3	-0.2	-0.3	-0.9	-1.1	-0.1
Nitab4.5_0004118g0110.1	0.4	0.8	0.6	0.3	1.4	0.7
Nitab4.5_0004150g0010.1	-0.1	-0.6	0.5	-0.3	-1.3	0
Nitab4.5_0004150g0030.1	0.9	0.4	0.5	0.4	1.1	0.7
Nitab4.5_0004164g0010.1	0	-0.4	0.2	-0.8	-1.1	0.2
Nitab4.5_0004173g0010.1	-0.9	0	-0.2	-0.7	-1.2	-0.2
Nitab4.5_0004173g0030.1	-0.9	0	-0.1	-0.5	-1.3	0.1
Nitab4.5_0004201g0030.1	0	-0.3	-0.4	-0.9	-1	-0.5
Nitab4.5_0004222g0020.1	-0.9	0.1	0.4	-0.4	-1.3	1.6
Nitab4.5_0004234g0080.1	0.3	0.5	-0.5	0	1.3	0.5
Nitab4.5_0004234g0120.1	0.3	-0.9	-0.5	0.3	2	1.2
Nitab4.5_0004241g0060.1	-0.5	-0.2	-0.4	-0.6	-1.5	-0.1
Nitab4.5_0004246g0040.1	-0.3	-0.2	-0.5	-0.2	-1.5	-0.4
Nitab4.5_0004259g0030.1	-0.8	-0.1	0.1	0	-1.4	-0.2
Nitab4.5_0004269g0060.1	-0.3	0.4	0.9	0.5	1	0.9
Nitab4.5_0004334g0030.1	0.1	0	0.3	0.6	1.2	0.5
Nitab4.5_0004334g0070.1	0	0	11.2	10.8	13.6	11.9
Nitab4.5_0004338g0050.1	0.3	-0.4	-0.2	-0.8	-1.1	0.3
Nitab4.5_0004355g0040.1	-0.6	-0.1	0.6	0.6	-1.9	-0.8
Nitab4.5_0004398g0030.1	-0.2	0	-0.1	-0.6	-1.2	-0.4
Nitab4.5_0004426g0030.1	-0.3	0	0.1	0.3	-1.1	-0.2
Nitab4.5_0004469g0040.1	1.4	1	1.9	2.1	3	1.3
Nitab4.5_0004470g0070.1	0	-0.5	-1.5	0.6	2.8	1.2
Nitab4.5_0004472g0010.1	-0.6	-0.4	-0.1	-0.5	-1.7	-0.8
Nitab4.5_0004474g0020.1	0.1	0.3	0.6	0.6	1.2	0.9
Nitab4.5_0004476g0030.1	-0.5	-0.1	-0.6	-1	-1.3	-0.5
Nitab4.5_0004478g0050.1	-0.3	0.2	0.5	0.3	1	0.5
Nitab4.5_0004581g0020.1	-0.2	0.1	0.1	0.4	1.6	0.1
Nitab4.5_0004605g0110.1	-0.7	-0.6	0.3	-0.5	-1.1	-0.1
Nitab4.5_0004620g0030.1	0.1	1.2	0.3	-1.9	2.5	1.7
Nitab4.5_0004643g0020.1	0	0	10.6	0	12.8	14.8
Nitab4.5_0004644g0020.1	-0.3	-0.4	0.2	-0.4	-1.7	0
Nitab4.5_0004646g0070.1	0.2	-0.2	-0.1	-0.8	-1.2	-0.4
Nitab4.5_0004658g0040.1	0.7	0.6	0.9	0.2	1.7	1.3
Nitab4.5_0004665g0010.1	0.6	1	0.9	0.8	1.1	0.8
Nitab4.5_0004719g0010.1	0	-0.4	-0.2	-0.2	-1	-0.3
Nitab4.5_0004748g0020.1	8.9	0	10.3	11.8	14.9	15
Nitab4.5_0004764g0010.1	-0.9	-0.7	-0.4	-0.1	-1.3	-0.4
Nitab4.5_0004771g0030.1	-0.9	0.6	-0.4	-0.9	-1.3	-0.3
Nitab4.5_0004787g0010.1	-0.8	0.3	0.3	0	1.9	0.1
Nitab4.5_0004788g0010.1	-0.5	-0.6	-0.9	-0.7	-1.5	-0.9
Nitab4.5_0004821g0030.1	-1.1	-0.7	-0.2	-0.9	-1.3	0
Nitab4.5_0004838g0020.1	-0.9	-0.1	0.8	1	1.1	0.1
Nitab4.5_0004854g0020.1	0.8	0	-0.5	-0.8	-1	-0.1
Nitab4.5_0004868g0030.1	0.2	0.6	0.2	0.1	1.3	1.1
Nitab4.5_0004905g0080.1	0.1	0.6	0.2	0.1	1.2	0.3
Nitab4.5_0004933g0020.1	-0.4	-0.1	0.4	0	1.6	1.5
Nitab4.5_0004941g0040.1	-0.6	-0.3	-0.1	0.3	1.4	-0.5
Nitab4.5_0004969g0070.1	-0.7	0.2	0.4	0.4	1.6	0.5
Nitab4.5_0005018g0030.1	0.1	0.2	0	-0.4	1.1	1
Nitab4.5_0005059g0030.1	0.1	0.5	0.7	0.5	1.4	1
Nitab4.5_0005059g0050.1	0.7	0.7	0.7	0.4	1.2	0.9
Nitab4.5_0005079g0040.1	0	0	-0.6	-0.6	-1.1	-1.9
Nitab4.5_0005096g0020.1	-0.8	-0.9	-0.4	-0.8	-1.3	-0.3
Nitab4.5_0005100g0040.1	1.4	1.2	0.2	0.9	1.8	0.9
Nitab4.5_0005119g0010.1	0.1	0.3	0.4	0.7	1.2	0.6
Nitab4.5_0005120g0100.1	-0.7	-0.7	-0.5	-0.6	-1	-0.7
Nitab4.5_0005225g0030.1	0.1	0.4	0.5	0	1.4	0.8
Nitab4.5_0005266g0020.1	0.6	0.8	0.8	0.3	1.4	1.3
Nitab4.5_0005311g0040.1	0.4	0.2	0.7	0.2	1.1	0.7
Nitab4.5_0005345g0050.1	-0.2	-0.1	0.2	0.3	1	0
Nitab4.5_0005353g0010.1	-0.5	1	0.6	0.8	2.5	0.9
Nitab4.5_0005372g0020.1	-0.4	0.3	0.6	-0.2	1.5	0
Nitab4.5_0005373g0010.1	-0.8	-0.5	-0.9	-1.2	-1.2	-0.7
Nitab4.5_0005381g0040.1	-0.3	-0.1	0.9	0.6	2	0.2
Nitab4.5_0005428g0030.1	0.7	0.6	0.5	1	1.4	-0.2
Nitab4.5_0005436g0070.1	0.7	0.7	0.8	0.8	1.2	0.4
Nitab4.5_0005472g0090.1	-0.7	0.3	0.3	0.4	1.6	0.4
Nitab4.5_0005483g0060.1	0.2	-0.1	0.4	0	1.3	0.8
Nitab4.5_0005504g0030.1	0.6	0.6	0.8	0.6	1.7	1
Nitab4.5_0005519g0010.1	-0.8	-0.5	0	0	-1.3	-0.5
Nitab4.5_0005524g0020.1	-1	-0.1	-0.1	-0.5	-1.1	-0.6
Nitab4.5_0005550g0030.1	0.9	0.3	0.9	0.6	1.2	0.4
Nitab4.5_0005582g0070.1	-0.4	-0.1	0.5	0.6	1.4	0.9
Nitab4.5_0005622g0010.1	0.6	0.7	1	0.8	1	0
Nitab4.5_0005669g0020.1	0	-0.1	0.3	0.6	1	0.8
Nitab4.5_0005710g0070.1	-0.8	0.2	0.6	1	1.3	0.5
Nitab4.5_0005717g0010.1	0	0.6	-0.2	-0.1	-2.1	-0.8
Nitab4.5_0005764g0010.1	-0.9	0.5	-0.6	0.2	-1.4	-1.4
Nitab4.5_0005766g0030.1	-1.6	-0.8	-1.8	-2	-13	-1.9
Nitab4.5_0005779g0060.1	-0.2	-0.2	-0.4	-0.2	-1.3	-0.8
Nitab4.5_0005786g0030.1	-0.1	-0.5	-0.7	-0.5	-1.3	-1
Nitab4.5_0005875g0040.1	0.2	-0.2	-0.4	-0.9	-1.1	-0.4
Nitab4.5_0005938g0020.1	-0.2	0.7	-0.1	-0.4	-1.1	0
Nitab4.5_0005954g0030.1	0.9	0.4	-1	-1	-1.3	-1
Nitab4.5_0005960g0010.1	0.2	-0.3	0.3	-0.7	-1.8	-0.1
Nitab4.5_0006000g0100.1	0.3	-0.5	-0.7	-0.6	-1	-0.8
Nitab4.5_0006120g0010.1	0	0	10.4	10.9	13.9	11.6
Nitab4.5_0006133g0020.1	-0.4	-2.6	-0.9	-0.6	1.5	0.5
Nitab4.5_0006134g0080.1	-0.1	0	-0.6	-0.8	-1.2	-0.9
Nitab4.5_0006207g0030.1	-0.3	-0.4	-0.5	-0.9	-1.3	-0.8
Nitab4.5_0006213g0040.1	0	0	10.4	8.2	12.9	10.8
Nitab4.5_0006225g0050.1	-2.3	-0.5	-0.6	-3.4	-13.3	0.2
Nitab4.5_0006258g0010.1	0.6	1.1	0.7	0.9	2	1.4
Nitab4.5_0006280g0030.1	0.8	0.4	-0.4	-0.9	-1.3	0.3
Nitab4.5_0006295g0040.1	0.7	0.3	-0.6	-0.9	-1.2	0.3
Nitab4.5_0006297g0010.1	-0.5	0.1	0	-0.1	-1.3	-0.3
Nitab4.5_0006307g0010.1	0.4	0.7	1	0.3	2.2	1.6
Nitab4.5_0006315g0010.1	-0.1	0.2	0.8	-1.4	1.7	1.2
Nitab4.5_0006324g0020.1	0.6	0.5	0.7	0.9	2	0.1
Nitab4.5_0006332g0010.1	-0.6	-0.1	0.1	0.1	1.2	0.1
Nitab4.5_0006340g0010.1	-0.3	0.2	-0.1	0.4	2.1	0.9
Nitab4.5_0006355g0030.1	-0.4	-0.2	-0.2	-0.8	-1	-0.5
Nitab4.5_0006374g0010.1	-0.1	0	0.1	0.7	1.1	0.6
Nitab4.5_0006376g0040.1	-1.6	-0.7	-1.8	-2.1	-2.5	-2.6
Nitab4.5_0006378g0040.1	0.8	0.6	0.5	0.5	1.2	1.2
Nitab4.5_0006398g0010.1	-0.4	-0.2	0	-0.9	-1.6	0.1
Nitab4.5_0006398g0030.1	-0.6	-0.8	-0.2	-0.8	-2	0.5
Nitab4.5_0006434g0040.1	-0.5	-0.3	-0.6	-0.6	-1.4	-0.3
Nitab4.5_0006467g0040.1	-0.1	-0.3	0.1	-0.9	-1.3	-0.4
Nitab4.5_0006481g0010.1	0.3	0	0.2	-0.1	-1.6	0.2
Nitab4.5_0006505g0030.1	0.8	0.7	0.3	0.1	1.1	2.2
Nitab4.5_0006590g0030.1	-0.6	0.1	0.6	0.4	1.5	0.3
Nitab4.5_0006685g0020.1	0.4	0.4	0.2	0.1	1.9	1.3
Nitab4.5_0006691g0070.1	0	0	11.8	11.1	13.3	11.4
Nitab4.5_0006744g0060.1	0	0.1	0.3	0.4	1.1	0.3
Nitab4.5_0006785g0010.1	10	0	0	8.2	13.6	8.6
Nitab4.5_0006822g0020.1	-0.1	-0.5	0.1	-0.3	-1.1	1
Nitab4.5_0006836g0010.1	0.5	0.2	0.3	0.8	1	0
Nitab4.5_0006885g0020.1	-0.1	-0.3	-0.3	-0.8	-1.1	-0.7
Nitab4.5_0006919g0020.1	-0.1	0.4	0.4	-0.1	1.1	0.9
Nitab4.5_0006953g0010.1	0.2	0.3	0.4	0.7	1.4	0.7
Nitab4.5_0006969g0040.1	-0.5	0	0.1	-0.2	-1.1	-0.9
Nitab4.5_0006970g0030.1	0.4	0.4	0.6	0.1	1.2	0.8
Nitab4.5_0006980g0030.1	0.2	-0.2	-0.5	-0.9	-1.7	0.3
Nitab4.5_0006996g0030.1	-0.2	-0.1	-0.3	-0.3	-1.2	-1.1
Nitab4.5_0006996g0040.1	-0.8	-0.9	0.1	-0.4	-1.2	0.6
Nitab4.5_0007026g0020.1	-0.5	-0.5	-0.2	-0.7	-2.1	0.5
Nitab4.5_0007034g0010.1	0.3	-0.4	-0.3	-0.2	-1.1	-0.2
Nitab4.5_0007100g0020.1	-0.2	-0.3	-0.3	-0.8	-1.2	-0.2
Nitab4.5_0007124g0010.1	-0.3	-0.5	0	-0.7	-1.1	0.2
Nitab4.5_0007163g0020.1	0.8	1.4	1.1	1	1.8	-0.4
Nitab4.5_0007204g0010.1	-0.3	-0.5	-0.4	-0.5	-1.3	-1
Nitab4.5_0007240g0030.1	0.4	0.8	0.6	0.2	1	0.3
Nitab4.5_0007378g0010.1	-0.4	-0.4	-0.2	-0.6	-1.3	0.4
Nitab4.5_0007384g0010.1	0.8	0.7	0.4	0.8	1	0.7
Nitab4.5_0007396g0020.1	0	0	9.8	0	12.7	11.5
Nitab4.5_0007413g0020.1	0.3	0.2	0.6	0.6	1.1	0.3
Nitab4.5_0007505g0020.1	-0.7	-0.3	0.1	-0.2	-1.6	0.1
Nitab4.5_0007513g0010.1	0.1	1.3	0.6	0.9	2.9	2.2
Nitab4.5_0007564g0010.1	-0.9	0.1	-0.4	-0.6	-1.7	-1.3
Nitab4.5_0007578g0010.1	-0.1	0.4	0.4	-0.7	-2.1	0.8
Nitab4.5_0007578g0050.1	0.3	0.7	-0.2	-0.2	-1.1	-0.2
Nitab4.5_0007589g0020.1	0.8	0.7	1	0.5	1.3	0.5
Nitab4.5_0007597g0010.1	-0.4	-0.6	-0.4	-0.5	-1.4	-0.3
Nitab4.5_0007641g0020.1	0.9	0.6	-0.9	-0.4	-1.3	-1.3
Nitab4.5_0007674g0040.1	0.6	0.5	0.8	0.7	1.2	-0.1
Nitab4.5_0007705g0010.1	0.1	0.6	-0.4	-0.6	-1.7	-0.2
Nitab4.5_0007722g0010.1	-0.9	-0.4	-0.8	-0.9	-1.4	-1.1
Nitab4.5_0007737g0010.1	-0.2	0.1	-0.4	-0.4	-1.2	-0.3
Nitab4.5_0007772g0010.1	-0.4	-0.6	-0.2	-0.6	-1.1	0
Nitab4.5_0007858g0040.1	0.1	0.3	0.3	0.1	1.1	0.7
Nitab4.5_0007883g0020.1	0.4	0.7	1	0.5	1.3	1
Nitab4.5_0007887g0010.1	-0.6	-0.1	-0.2	-0.6	-1.6	0.4
Nitab4.5_0007906g0020.1	-0.3	-1	-0.2	-0.9	-1.7	-1.1
Nitab4.5_0007909g0010.1	-0.4	-0.1	0.1	0.3	1.4	-0.4
Nitab4.5_0008020g0010.1	0.6	0.7	0.5	0.7	1.1	0.3
Nitab4.5_0008024g0010.1	-0.8	0.8	0.8	1.4	2.2	0.3
Nitab4.5_0008037g0020.1	-0.2	0.3	1	0.1	1.8	1.3
Nitab4.5_0008037g0060.1	0.3	0.2	0.3	0.8	2	-0.8
Nitab4.5_0008114g0010.1	0.9	0.3	0.8	0.8	1.7	1
Nitab4.5_0008177g0020.1	-0.5	-1	-0.4	0.3	1.1	-0.1
Nitab4.5_0008227g0030.1	0.3	0.5	0.6	0.6	-1.6	-0.1
Nitab4.5_0008247g0020.1	-0.3	-0.5	-0.1	-0.5	-1.6	0.1
Nitab4.5_0008279g0010.1	-0.4	-0.4	-0.5	-0.6	-1.1	-0.1
Nitab4.5_0008303g0010.1	0.2	0.4	0.8	0.8	1.5	0.2
Nitab4.5_0008336g0030.1	-2.8	-0.5	0	-2.7	-13.9	-0.9
Nitab4.5_0008420g0020.1	0.9	0.3	0.1	-0.5	-1.1	0.2
Nitab4.5_0008421g0020.1	-0.5	-0.1	-0.8	-0.9	-1.3	-1.1
Nitab4.5_0008470g0010.1	-0.5	-0.9	-0.4	-0.4	-1	-0.4
Nitab4.5_0008561g0010.1	0.3	1.1	0.6	-0.3	-13.4	0.6
Nitab4.5_0008566g0080.1	-0.5	-0.5	-0.5	-0.7	-1.3	0.1
Nitab4.5_0008637g0020.1	0	0	12.4	11.3	14.7	14.7
Nitab4.5_0008640g0030.1	0.3	0.6	0.5	0.9	1	0.3
Nitab4.5_0008743g0010.1	0.1	0.2	-0.4	-0.5	-1.3	-0.5
Nitab4.5_0008748g0010.1	0.6	-0.6	0.5	0.3	1.4	-0.5
Nitab4.5_0008761g0020.1	-0.2	0.3	0.7	0.9	1.2	0.2
Nitab4.5_0008768g0010.1	0.4	0.6	0.6	0.9	1.3	0.7
Nitab4.5_0008787g0010.1	0.1	-0.3	0	-0.6	-1	0.7
Nitab4.5_0008889g0020.1	0.8	0.4	0.8	0.7	1.3	0.7
Nitab4.5_0008900g0010.1	-0.3	0	-0.2	-0.6	-1.4	-0.2
Nitab4.5_0008917g0010.1	0	0	11.1	8.8	12.8	11.4
Nitab4.5_0008928g0020.1	-2.5	-1.9	-2.3	-2.1	-14.8	-2.9
Nitab4.5_0008935g0050.1	-0.1	-0.4	0.2	-0.4	-1.6	0.7
Nitab4.5_0008943g0030.1	0.7	0	0.1	-0.1	-1.3	0.6
Nitab4.5_0008982g0050.1	-0.5	-0.7	0.5	0.1	-2.2	-1.1
Nitab4.5_0009018g0020.1	-0.2	0.4	0.6	0.9	2.3	-0.2
Nitab4.5_0009088g0010.1	-0.6	0.1	-0.3	-0.7	-1.3	-0.6
Nitab4.5_0009134g0010.1	0.9	0.4	0.1	0.2	1.2	0.1
Nitab4.5_0009201g0010.1	0.8	-0.1	0.4	0.8	2	0.8
Nitab4.5_0009371g0020.1	-0.3	0.2	0.7	-0.1	1.1	0.6
Nitab4.5_0009395g0020.1	-0.5	-0.3	-0.1	-0.7	-1.4	-0.3
Nitab4.5_0009420g0020.1	0.4	0	-0.1	-1	-1.7	0.2
Nitab4.5_0009420g0030.1	-0.9	-0.7	-1	-0.8	-1.3	-2.1
Nitab4.5_0009440g0040.1	-0.7	-0.9	-0.6	-1.1	-1.3	-1.3
Nitab4.5_0009468g0010.1	-3.9	-1.5	-0.6	-0.3	-14	-1.3
Nitab4.5_0009485g0020.1	-2	-2.5	-1.7	1.1	2.5	-0.6
Nitab4.5_0009518g0020.1	0.2	-0.2	-0.4	-1	-1.8	0.6
Nitab4.5_0009608g0010.1	-0.8	-0.5	-0.3	-0.5	-1.1	-0.1
Nitab4.5_0009613g0040.1	-0.8	-0.2	0.2	0.4	1.2	0.6
Nitab4.5_0009623g0010.1	0.3	-0.2	0.2	0.9	1.1	0.3
Nitab4.5_0009635g0010.1	0.1	0.6	0.1	0.7	1.5	0.2
Nitab4.5_0009680g0010.1	0.7	0.6	0.6	1	1.3	0.3
Nitab4.5_0009739g0050.1	0.9	0.4	-0.2	-0.7	-1.3	-0.3
Nitab4.5_0009760g0010.1	-0.7	-0.2	0.1	-0.9	-1	0
Nitab4.5_0009769g0010.1	1.1	0.4	0.1	1.3	1.9	2.1
Nitab4.5_0009792g0010.1	-0.1	-0.5	-0.5	-0.8	-1.1	-0.5
Nitab4.5_0009806g0020.1	-0.5	-0.1	0.8	0.3	1.2	0.3
Nitab4.5_0009945g0010.1	-1.1	-0.9	0.3	-0.8	-1.8	0.2
Nitab4.5_0009955g0050.1	0.1	-0.5	-0.1	-0.6	-1	-0.3
Nitab4.5_0010091g0010.1	-0.5	-0.8	-0.1	0	-2.3	-1
Nitab4.5_0010102g0010.1	0	0.3	0.4	0.1	1	0.7
Nitab4.5_0010117g0020.1	1.2	1.5	1.3	0.9	1.8	0.2
Nitab4.5_0010222g0050.1	-0.6	0.3	-0.1	-0.9	-1.5	-0.9
Nitab4.5_0010315g0010.1	-0.9	-0.3	-0.4	-0.9	-1.2	-0.5
Nitab4.5_0010434g0040.1	-0.1	0.3	0.1	-0.8	-1.3	-0.9
Nitab4.5_0010486g0010.1	0.2	0.7	1	0.8	1.2	0.8
Nitab4.5_0010567g0020.1	-0.3	-0.5	0.7	-1.1	-2.4	0.6
Nitab4.5_0010603g0030.1	0.3	1	0.4	0	1.1	0.8
Nitab4.5_0010616g0010.1	-0.7	-0.7	-0.6	-0.9	-1.7	-0.9
Nitab4.5_0010623g0010.1	-0.1	0	0.2	0.6	1	0.2
Nitab4.5_0010672g0010.1	8.8	0	9.1	0	12.7	10.4
Nitab4.5_0010695g0060.1	0	-0.1	-0.4	-0.9	-1.6	-0.1
Nitab4.5_0010804g0010.1	0.7	0.4	0.5	0.7	1	0.3
Nitab4.5_0010891g0030.1	-0.3	0.1	-0.8	-0.6	-1.4	-0.9
Nitab4.5_0010979g0030.1	-0.1	-0.4	0.3	-0.1	-1.1	0.5
Nitab4.5_0011079g0020.1	-2.5	-1.3	0.2	-3.2	-13.9	-1.9
Nitab4.5_0011122g0010.1	-0.4	-0.3	-0.2	-0.5	-1.4	0.1
Nitab4.5_0011132g0020.1	-0.4	-0.7	-0.3	-0.8	-1.2	-0.4
Nitab4.5_0011195g0020.1	0.4	0.3	0.6	0	1.7	1.4
Nitab4.5_0011211g0010.1	-0.7	-0.4	-0.4	-0.8	-1.1	-0.4
Nitab4.5_0011237g0010.1	0	0.3	0.5	0.9	1.1	0.4
Nitab4.5_0011483g0020.1	0.5	0.3	0.5	0.6	1.2	0.3
Nitab4.5_0011545g0020.1	-0.2	-0.2	0.4	0.5	1.2	0.2
Nitab4.5_0011678g0020.1	-0.4	-0.6	-0.7	-1	-1.9	-1.6
Nitab4.5_0011712g0010.1	-0.7	-0.6	-0.9	-0.4	-1.3	-0.9
Nitab4.5_0011908g0010.1	-0.9	-0.8	-0.1	-0.9	-1.8	0.3
Nitab4.5_0011996g0020.1	-0.6	-0.1	-1.1	0.5	1.7	1.4
Nitab4.5_0012005g0010.1	0.5	0.5	0.4	0.6	1.2	1
Nitab4.5_0012198g0010.1	0.7	0.6	0	0.2	-1.4	-1.3
Nitab4.5_0012494g0030.1	0.2	-0.1	0	-0.4	-1.1	-0.5
Nitab4.5_0012586g0020.1	0.2	0.2	-0.7	0.6	1.6	-0.2
Nitab4.5_0012716g0010.1	0.3	0.6	0.9	1	1.3	0.3
Nitab4.5_0012805g0010.1	-0.2	-0.1	-0.8	-1	-1.3	-0.3
Nitab4.5_0012950g0010.1	0.2	0.4	0.7	1	1.4	0.2
Nitab4.5_0012964g0010.1	0.6	0.2	-0.1	-0.8	-1.9	-1.8
Nitab4.5_0013079g0020.1	-0.8	-0.7	-0.3	-0.7	-1.1	-0.7
Nitab4.5_0013086g0010.1	-0.4	-0.4	-0.3	-0.4	-1.1	-0.1
Nitab4.5_0013168g0010.1	0.5	-0.2	0.5	-0.5	1.5	0.5
Nitab4.5_0013228g0020.1	-0.3	0.2	-0.6	-0.6	-1	-1.5
Nitab4.5_0013311g0010.1	-0.5	-0.3	-0.2	-0.6	-1.1	-0.1
Nitab4.5_0013378g0020.1	-0.4	-0.1	0.8	0.7	1.5	1.3
Nitab4.5_0013415g0010.1	-0.8	-0.5	0	-0.3	-1.3	0.1
Nitab4.5_0013754g0020.1	-1.1	-0.6	-0.4	0	-1.6	0.1
Nitab4.5_0014858g0020.1	0	11.1	13.3	13.4	15.3	12.5
Nitab4.5_0015055g0010.1	0.3	0.3	1.2	0.7	2	1.7
Nitab4.5_0015183g0010.1	-0.1	-0.2	-0.4	0.2	2	-0.2
Nitab4.5_0015362g0010.1	0.5	0.4	0.8	0.7	1.1	0.5
Nitab4.5_0015407g0010.1	-3.8	-1.5	-0.1	0.3	2.2	0.9
Nitab4.5_0015960g0010.1	0	0	11.1	9.3	13.6	12.3
Nitab4.5_0017035g0010.1	1	0.6	-0.2	0.9	1.8	1
Nitab4.5_0018681g0010.1	0.5	-0.3	-0.4	-0.4	-1.1	0
Nitab4.5_0022020g0010.1	-0.4	0.8	1	0.6	1.5	0.5
Nitab4.5_0022250g0010.1	-1	-0.4	-0.9	-0.7	-1.7	-0.9
Nitab4.5_0023530g0010.1	-0.9	-0.9	-0.7	-0.9	-1.4	-0.6
Nitab4.5_0024486g0010.1	0.7	0.4	0.8	0.1	1.9	1.4
Nitab4.5_0024705g0010.1	0.4	0.6	1	1.2	1.4	0.2
Nitab4.5_0025012g0010.1	8.5	10.1	0	10.2	12.9	12.1
Nitab4.5_0028143g0010.1	0	11.2	12.4	13	14.5	10.7
Nitab4.5_0028651g0010.1	0.5	0.3	0.6	1.2	1.3	0.1
